sta_code_h3;clc_2018_lvl1_dom_class;clc_2018_lvl1_1;clc_2018_lvl1_2;clc_2018_lvl1_3;clc_2018_lvl1_4;clc_2018_lvl1_5;clc_2018_lvl1_na;clc_2018_lvl2_dom_class;clc_2018_lvl2_11;clc_2018_lvl2_12;clc_2018_lvl2_13;clc_2018_lvl2_14;clc_2018_lvl2_21;clc_2018_lvl2_22;clc_2018_lvl2_23;clc_2018_lvl2_24;clc_2018_lvl2_31;clc_2018_lvl2_32;clc_2018_lvl2_33;clc_2018_lvl2_41;clc_2018_lvl2_42;clc_2018_lvl2_51;clc_2018_lvl2_52;clc_2018_lvl2_na;clc_2018_lvl3_dom_class;clc_2018_lvl3_111;clc_2018_lvl3_112;clc_2018_lvl3_121;clc_2018_lvl3_122;clc_2018_lvl3_123;clc_2018_lvl3_124;clc_2018_lvl3_131;clc_2018_lvl3_132;clc_2018_lvl3_133;clc_2018_lvl3_141;clc_2018_lvl3_142;clc_2018_lvl3_211;clc_2018_lvl3_212;clc_2018_lvl3_213;clc_2018_lvl3_221;clc_2018_lvl3_222;clc_2018_lvl3_223;clc_2018_lvl3_231;clc_2018_lvl3_241;clc_2018_lvl3_242;clc_2018_lvl3_243;clc_2018_lvl3_244;clc_2018_lvl3_311;clc_2018_lvl3_312;clc_2018_lvl3_313;clc_2018_lvl3_321;clc_2018_lvl3_322;clc_2018_lvl3_323;clc_2018_lvl3_324;clc_2018_lvl3_331;clc_2018_lvl3_332;clc_2018_lvl3_333;clc_2018_lvl3_334;clc_2018_lvl3_335;clc_2018_lvl3_411;clc_2018_lvl3_412;clc_2018_lvl3_421;clc_2018_lvl3_422;clc_2018_lvl3_423;clc_2018_lvl3_511;clc_2018_lvl3_512;clc_2018_lvl3_521;clc_2018_lvl3_522;clc_2018_lvl3_523;clc_2018_lvl3_na;clc_1990_lvl1_dom_class;clc_1990_lvl1_1;clc_1990_lvl1_2;clc_1990_lvl1_3;clc_1990_lvl1_4;clc_1990_lvl1_5;clc_1990_lvl1_na;clc_1990_lvl2_dom_class;clc_1990_lvl2_11;clc_1990_lvl2_12;clc_1990_lvl2_13;clc_1990_lvl2_14;clc_1990_lvl2_21;clc_1990_lvl2_22;clc_1990_lvl2_23;clc_1990_lvl2_24;clc_1990_lvl2_31;clc_1990_lvl2_32;clc_1990_lvl2_33;clc_1990_lvl2_41;clc_1990_lvl2_42;clc_1990_lvl2_51;clc_1990_lvl2_52;clc_1990_lvl2_na;clc_1990_lvl3_dom_class;clc_1990_lvl3_111;clc_1990_lvl3_112;clc_1990_lvl3_121;clc_1990_lvl3_122;clc_1990_lvl3_123;clc_1990_lvl3_124;clc_1990_lvl3_131;clc_1990_lvl3_132;clc_1990_lvl3_133;clc_1990_lvl3_141;clc_1990_lvl3_142;clc_1990_lvl3_211;clc_1990_lvl3_212;clc_1990_lvl3_213;clc_1990_lvl3_221;clc_1990_lvl3_222;clc_1990_lvl3_223;clc_1990_lvl3_231;clc_1990_lvl3_241;clc_1990_lvl3_242;clc_1990_lvl3_243;clc_1990_lvl3_244;clc_1990_lvl3_311;clc_1990_lvl3_312;clc_1990_lvl3_313;clc_1990_lvl3_321;clc_1990_lvl3_322;clc_1990_lvl3_323;clc_1990_lvl3_324;clc_1990_lvl3_331;clc_1990_lvl3_332;clc_1990_lvl3_333;clc_1990_lvl3_334;clc_1990_lvl3_335;clc_1990_lvl3_411;clc_1990_lvl3_412;clc_1990_lvl3_421;clc_1990_lvl3_422;clc_1990_lvl3_423;clc_1990_lvl3_511;clc_1990_lvl3_512;clc_1990_lvl3_521;clc_1990_lvl3_522;clc_1990_lvl3_523;clc_1990_lvl3_na
H403021010;2;2.61;68.40;28.01;0.00;0.98;0.00;21;2.48;0.00;0.00;0.13;52.13;0.00;12.92;3.35;27.79;0.22;0.00;0.00;0.00;0.98;0.00;0.00;211;0.00;2.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;52.13;0.00;0.00;0.00;0.00;0.00;12.92;0.00;1.89;1.46;0.00;26.52;0.81;0.47;0.00;0.00;0.00;0.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.98;0.00;0.00;0.00;0.00;2;2.16;68.86;28.01;0.00;0.98;0.00;21;2.03;0.00;0.00;0.13;52.28;0.00;14.56;2.02;27.69;0.32;0.00;0.00;0.00;0.98;0.00;0.00;211;0.00;2.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;52.28;0.00;0.00;0.00;0.00;0.00;14.56;0.00;1.01;1.01;0.00;26.46;0.90;0.33;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.98;0.00;0.00;0.00;0.00
H413041010;3;10.22;44.53;44.81;0.33;0.11;0.00;31;8.12;1.57;0.00;0.54;37.04;0.12;3.41;3.96;44.19;0.62;0.00;0.33;0.00;0.11;0.00;0.00;311;0.00;8.12;1.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.54;37.04;0.00;0.00;0.00;0.12;0.00;3.41;0.00;0.61;3.35;0.00;37.64;5.31;1.24;0.00;0.00;0.00;0.62;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;3;9.51;44.48;45.48;0.42;0.11;0.00;31;8.14;1.05;0.00;0.32;38.97;0.11;2.88;2.52;44.30;1.02;0.16;0.42;0.00;0.11;0.00;0.00;211;0.00;8.14;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.32;38.97;0.00;0.00;0.00;0.11;0.00;2.88;0.00;0.33;2.19;0.00;37.62;5.44;1.24;0.00;0.00;0.00;1.02;0.00;0.00;0.16;0.00;0.00;0.42;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00
H416021010;2;6.98;76.23;16.37;0.04;0.39;0.00;21;5.67;0.97;0.00;0.34;70.90;0.01;3.22;2.09;16.27;0.11;0.00;0.04;0.00;0.39;0.00;0.00;211;0.02;5.65;0.85;0.07;0.00;0.05;0.00;0.00;0.00;0.07;0.26;70.90;0.00;0.00;0.00;0.01;0.00;3.22;0.00;0.88;1.21;0.00;15.04;0.93;0.30;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.39;0.00;0.00;0.00;0.00;2;5.84;76.89;16.84;0.05;0.38;0.00;21;5.11;0.51;0.01;0.21;71.92;0.05;3.43;1.49;16.66;0.16;0.02;0.05;0.00;0.38;0.00;0.00;211;0.02;5.09;0.41;0.06;0.00;0.04;0.01;0.00;0.00;0.00;0.21;71.92;0.00;0.00;0.00;0.05;0.00;3.43;0.00;0.60;0.89;0.00;15.39;1.00;0.26;0.00;0.00;0.00;0.16;0.00;0.00;0.02;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.38;0.00;0.00;0.00;0.00
H425042010;2;3.58;73.92;22.37;0.00;0.14;0.00;21;2.71;0.27;0.05;0.55;64.33;0.00;6.03;3.55;22.04;0.33;0.00;0.00;0.00;0.14;0.00;0.00;211;0.00;2.71;0.27;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.55;64.33;0.00;0.00;0.00;0.00;0.00;6.03;0.00;1.43;2.13;0.00;18.51;2.41;1.11;0.00;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;2;2.94;74.48;22.44;0.00;0.14;0.00;21;2.37;0.19;0.00;0.38;63.93;0.00;7.05;3.51;21.70;0.74;0.00;0.00;0.00;0.14;0.00;0.00;211;0.00;2.37;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.38;63.93;0.00;0.00;0.00;0.00;0.00;7.05;0.00;1.37;2.14;0.00;18.22;2.42;1.05;0.00;0.00;0.00;0.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00
H432021010;2;6.77;73.16;19.72;0.02;0.34;0.00;21;5.40;1.00;0.01;0.35;66.48;0.01;3.74;2.94;19.41;0.31;0.00;0.02;0.00;0.34;0.00;0.00;211;0.02;5.38;0.82;0.04;0.00;0.14;0.01;0.00;0.00;0.04;0.31;66.48;0.00;0.00;0.00;0.01;0.00;3.74;0.00;1.24;1.70;0.00;17.25;1.58;0.58;0.00;0.00;0.00;0.31;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.34;0.00;0.00;0.00;0.00;2;5.56;74.07;20.03;0.02;0.32;0.00;21;4.65;0.67;0.03;0.21;67.00;0.03;4.43;2.61;19.62;0.40;0.01;0.02;0.00;0.32;0.00;0.00;211;0.02;4.63;0.51;0.03;0.00;0.14;0.02;0.00;0.01;0.01;0.20;67.00;0.00;0.00;0.00;0.03;0.00;4.43;0.00;1.08;1.53;0.00;17.34;1.72;0.56;0.00;0.00;0.00;0.40;0.00;0.00;0.01;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.00
H437042010;2;6.13;66.32;27.40;0.00;0.15;0.00;21;5.31;0.65;0.00;0.17;54.72;0.00;5.92;5.68;26.76;0.64;0.00;0.00;0.00;0.15;0.00;0.00;211;0.00;5.31;0.48;0.02;0.00;0.14;0.00;0.00;0.00;0.00;0.17;54.72;0.00;0.00;0.00;0.00;0.00;5.92;0.00;3.89;1.79;0.00;22.81;2.13;1.82;0.00;0.03;0.00;0.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;2;4.07;68.10;27.69;0.00;0.14;0.00;21;3.52;0.52;0.00;0.03;54.02;0.00;8.63;5.45;27.62;0.07;0.00;0.00;0.00;0.14;0.00;0.00;211;0.00;3.52;0.33;0.00;0.00;0.19;0.00;0.00;0.00;0.00;0.03;54.02;0.00;0.00;0.00;0.00;0.00;8.63;0.00;3.58;1.87;0.00;23.11;3.28;1.23;0.00;0.03;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00
H438021010;2;6.71;71.41;21.55;0.01;0.30;0.00;21;5.49;0.92;0.01;0.30;63.75;0.01;4.14;3.51;21.19;0.36;0.00;0.01;0.00;0.30;0.00;0.00;211;0.02;5.47;0.75;0.04;0.00;0.13;0.01;0.00;0.00;0.03;0.27;63.75;0.00;0.00;0.00;0.01;0.00;4.14;0.00;1.86;1.65;0.00;18.63;1.74;0.82;0.00;0.01;0.00;0.35;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.30;0.00;0.00;0.00;0.00;2;5.33;72.53;21.85;0.02;0.28;0.00;21;4.51;0.62;0.02;0.17;64.02;0.03;5.26;3.22;21.50;0.34;0.01;0.02;0.00;0.28;0.00;0.00;211;0.02;4.49;0.46;0.02;0.00;0.14;0.02;0.00;0.00;0.01;0.16;64.02;0.00;0.00;0.00;0.03;0.00;5.26;0.00;1.67;1.54;0.00;18.76;2.03;0.71;0.00;0.01;0.00;0.33;0.00;0.00;0.01;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.28;0.00;0.00;0.00;0.00
H503331001;2;2.48;69.33;28.19;0.00;0.00;0.00;21;2.10;0.38;0.00;0.00;41.83;0.00;25.26;2.24;27.66;0.53;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;2.10;0.00;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.83;0.00;0.00;0.00;0.00;0.00;25.26;0.00;0.29;1.96;0.00;23.53;3.08;1.05;0.00;0.29;0.00;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.31;69.60;28.08;0.00;0.00;0.00;21;1.93;0.38;0.00;0.00;37.06;0.00;29.85;2.68;27.79;0.29;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.93;0.00;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.06;0.00;0.00;0.00;0.00;0.00;29.85;0.00;0.73;1.95;0.00;23.67;3.07;1.05;0.00;0.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H504063010;2;8.43;71.21;20.36;0.00;0.00;0.00;21;7.57;0.39;0.00;0.47;50.32;0.00;19.03;1.86;20.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;7.57;0.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.47;50.32;0.00;0.00;0.00;0.00;0.00;19.03;0.00;1.73;0.13;0.00;19.27;0.61;0.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;7.08;72.42;20.51;0.00;0.00;0.00;21;6.24;0.37;0.00;0.46;50.53;0.00;20.70;1.18;20.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;6.24;0.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.46;50.53;0.00;0.00;0.00;0.00;0.00;20.70;0.00;1.05;0.13;0.00;19.89;0.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H504201001;2;1.39;65.70;32.91;0.00;0.00;0.00;21;1.39;0.00;0.00;0.00;37.66;0.00;27.34;0.70;32.50;0.41;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.66;0.00;0.00;0.00;0.00;0.00;27.34;0.00;0.18;0.53;0.00;31.80;0.49;0.20;0.00;0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.27;65.83;32.90;0.00;0.00;0.00;21;1.27;0.00;0.00;0.00;34.40;0.00;30.89;0.53;32.32;0.58;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34.40;0.00;0.00;0.00;0.00;0.00;30.89;0.00;0.02;0.51;0.00;31.78;0.54;0.00;0.00;0.00;0.00;0.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H506201001;3;1.08;48.95;49.96;0.00;0.00;0.00;31;1.04;0.04;0.00;0.00;32.61;0.00;15.90;0.44;48.25;1.71;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;1.04;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.61;0.00;0.00;0.00;0.00;0.00;15.90;0.00;0.18;0.26;0.00;43.90;3.52;0.84;0.00;0.00;0.00;1.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.81;49.17;50.02;0.00;0.00;0.00;31;0.81;0.00;0.00;0.00;31.08;0.00;17.69;0.39;49.61;0.41;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;0.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.08;0.00;0.00;0.00;0.00;0.00;17.69;0.00;0.14;0.26;0.00;45.31;4.09;0.21;0.00;0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H508305001;2;1.48;61.16;37.31;0.00;0.06;0.00;21;1.24;0.12;0.12;0.00;50.05;0.00;8.83;2.28;36.46;0.85;0.00;0.00;0.00;0.06;0.00;0.00;211;0.00;1.24;0.12;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;50.05;0.00;0.00;0.00;0.00;0.00;8.83;0.00;0.87;1.41;0.00;32.60;2.82;1.04;0.00;0.00;0.00;0.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;2;0.84;61.58;37.52;0.00;0.06;0.00;21;0.73;0.11;0.00;0.00;48.37;0.00;11.04;2.18;37.04;0.48;0.00;0.00;0.00;0.06;0.00;0.00;211;0.07;0.67;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.37;0.00;0.00;0.00;0.00;0.00;11.04;0.00;0.71;1.47;0.00;32.93;3.11;1.00;0.00;0.00;0.00;0.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00
H510203001;2;2.05;60.75;37.20;0.00;0.00;0.00;21;1.76;0.15;0.00;0.14;47.85;0.00;10.46;2.44;36.39;0.80;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.76;0.07;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.14;47.85;0.00;0.00;0.00;0.00;0.00;10.46;0.00;0.59;1.85;0.00;35.33;0.44;0.62;0.00;0.00;0.00;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.31;61.26;37.43;0.00;0.00;0.00;21;1.31;0.00;0.00;0.00;46.74;0.00;12.22;2.30;37.22;0.21;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.74;0.00;0.00;0.00;0.00;0.00;12.22;0.00;0.50;1.80;0.00;35.86;0.84;0.52;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H512234001;2;1.80;55.28;42.93;0.00;0.00;0.00;21;1.40;0.36;0.04;0.00;42.27;0.00;10.43;2.58;41.02;1.91;0.00;0.00;0.00;0.00;0.00;0.00;211;0.05;1.35;0.30;0.06;0.00;0.00;0.04;0.00;0.00;0.00;0.00;42.27;0.00;0.00;0.00;0.00;0.00;10.43;0.00;0.86;1.73;0.00;37.75;1.24;2.02;0.00;0.00;0.00;1.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.47;55.28;43.24;0.00;0.00;0.00;31;1.19;0.24;0.04;0.00;40.94;0.00;11.91;2.43;43.15;0.09;0.00;0.00;0.00;0.00;0.00;0.00;211;0.05;1.14;0.24;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;40.94;0.00;0.00;0.00;0.00;0.00;11.91;0.00;0.73;1.71;0.00;38.93;3.24;0.97;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H514261001;2;1.80;86.04;12.17;0.00;0.00;0.00;21;1.80;0.00;0.00;0.00;62.88;0.00;21.29;1.86;12.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;62.88;0.00;0.00;0.00;0.00;0.00;21.29;0.00;0.76;1.10;0.00;11.42;0.39;0.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.49;86.24;12.26;0.00;0.00;0.00;21;1.49;0.00;0.00;0.00;59.23;0.31;24.12;2.58;12.05;0.21;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;59.23;0.00;0.00;0.00;0.31;0.00;24.12;0.00;1.29;1.29;0.00;10.97;0.72;0.36;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H514262001;2;2.63;77.16;19.85;0.00;0.36;0.00;21;2.07;0.13;0.43;0.00;49.56;0.00;25.80;1.80;19.85;0.00;0.00;0.00;0.00;0.36;0.00;0.00;211;0.00;2.07;0.13;0.00;0.00;0.00;0.43;0.00;0.00;0.00;0.00;49.56;0.00;0.00;0.00;0.00;0.00;25.80;0.00;0.70;1.10;0.00;19.46;0.20;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.36;0.00;0.00;0.00;0.00;2;1.73;77.88;20.07;0.00;0.32;0.00;21;1.57;0.00;0.16;0.00;42.36;0.37;33.28;1.87;19.70;0.37;0.00;0.00;0.00;0.32;0.00;0.00;211;0.00;1.57;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00;42.36;0.00;0.00;0.00;0.37;0.00;33.28;0.00;1.20;0.67;0.00;19.14;0.37;0.19;0.00;0.00;0.00;0.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.00
H517201001;2;2.75;60.24;36.86;0.00;0.16;0.00;21;2.25;0.36;0.07;0.06;43.57;0.03;13.36;3.29;35.72;1.14;0.00;0.00;0.00;0.16;0.00;0.00;211;0.05;2.20;0.33;0.04;0.00;0.00;0.07;0.00;0.00;0.00;0.06;43.57;0.00;0.00;0.03;0.00;0.00;13.36;0.00;0.84;2.45;0.00;34.04;0.68;1.00;0.00;0.02;0.00;1.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00;2;2.12;60.43;37.37;0.00;0.08;0.00;21;1.83;0.23;0.05;0.01;41.21;0.04;16.04;3.14;36.60;0.77;0.00;0.00;0.00;0.08;0.00;0.00;211;0.04;1.79;0.23;0.00;0.00;0.00;0.03;0.01;0.00;0.00;0.01;41.21;0.00;0.00;0.00;0.04;0.00;16.04;0.00;0.89;2.25;0.00;34.42;1.56;0.62;0.00;0.00;0.00;0.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00
H517311001;3;1.48;48.86;49.67;0.00;0.00;0.00;31;1.48;0.00;0.00;0.00;31.46;0.00;10.38;7.01;47.83;1.83;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;1.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.46;0.00;0.00;0.00;0.00;0.00;10.38;0.00;0.96;6.06;0.00;46.95;0.88;0.00;0.00;0.00;0.00;1.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.78;48.71;50.50;0.00;0.00;0.00;31;0.78;0.00;0.00;0.00;31.65;0.00;10.28;6.78;44.46;6.04;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;0.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.65;0.00;0.00;0.00;0.00;0.00;10.28;0.00;1.52;5.26;0.00;43.01;1.16;0.30;0.00;0.00;0.00;6.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
H522431001;3;3.76;46.63;48.80;0.00;0.82;0.00;31;3.31;0.45;0.00;0.00;27.82;14.72;0.90;3.19;48.64;0.15;0.00;0.00;0.00;0.82;0.00;0.00;311;0.00;3.31;0.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.82;0.00;0.00;14.72;0.00;0.00;0.90;0.00;2.64;0.55;0.00;47.72;0.00;0.92;0.00;0.01;0.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.82;0.00;0.00;0.00;0.00;3;3.14;46.91;49.15;0.00;0.81;0.00;31;2.85;0.28;0.00;0.00;29.09;14.40;0.77;2.64;49.10;0.05;0.00;0.00;0.00;0.81;0.00;0.00;311;0.00;2.85;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.09;0.00;0.00;14.40;0.00;0.00;0.77;0.00;2.02;0.62;0.00;47.79;0.00;1.31;0.00;0.01;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.00;0.00
H552201001;2;3.83;73.81;22.20;0.00;0.16;0.00;21;2.80;0.42;0.60;0.00;66.01;0.00;5.52;2.28;21.86;0.34;0.00;0.00;0.00;0.16;0.00;0.00;211;0.00;2.80;0.21;0.21;0.00;0.00;0.60;0.00;0.00;0.00;0.00;66.01;0.00;0.00;0.00;0.00;0.00;5.52;0.00;1.18;1.11;0.00;21.83;0.03;0.00;0.00;0.00;0.00;0.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00;2;3.21;74.42;22.30;0.00;0.07;0.00;21;2.53;0.17;0.50;0.00;66.04;0.00;6.42;1.96;22.08;0.22;0.00;0.00;0.00;0.07;0.00;0.00;211;0.00;2.53;0.12;0.06;0.00;0.00;0.50;0.00;0.00;0.00;0.00;66.04;0.00;0.00;0.00;0.00;0.00;6.42;0.00;1.14;0.82;0.00;21.98;0.03;0.07;0.00;0.00;0.00;0.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00
H602021010;2;2.52;77.04;20.44;0.00;0.00;0.00;23;2.35;0.00;0.00;0.17;27.73;0.00;47.45;1.86;20.16;0.28;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;2.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.17;27.73;0.00;0.00;0.00;0.00;0.00;47.45;0.00;0.89;0.97;0.00;12.14;2.93;5.08;0.00;0.00;0.00;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.25;77.34;20.41;0.00;0.00;0.00;23;2.25;0.00;0.00;0.00;28.58;0.00;47.39;1.37;19.52;0.89;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.58;0.00;0.00;0.00;0.00;0.00;47.39;0.00;0.39;0.98;0.00;10.52;4.36;4.65;0.00;0.00;0.00;0.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
