date,P_mm,Q_mm,PET_mm,T_C,year,month,keep_month
1997-06-06,0.0,0.361,3.9,17.6,1997,6,True
1997-06-07,14.2,0.352,3.8,16.9,1997,6,True
1997-06-08,0.3,0.692,3.6,15.9,1997,6,True
1997-06-09,0.0,0.539,3.8,17.0,1997,6,True
1997-06-10,0.1,0.399,4.3,19.6,1997,6,True
1997-06-11,0.4,0.352,4.3,20.0,1997,6,True
1997-06-12,0.2,0.325,4.0,17.8,1997,6,True
1997-06-13,5.1,0.291,3.8,16.7,1997,6,True
1997-06-14,0.2,0.325,3.4,14.3,1997,6,True
1997-06-15,0.0,0.317,3.4,14.6,1997,6,True
1997-06-16,11.3,0.337,3.0,12.5,1997,6,True
1997-06-17,0.5,0.454,3.2,13.3,1997,6,True
1997-06-18,0.0,0.343,3.1,12.9,1997,6,True
1997-06-19,7.9,0.335,2.9,11.9,1997,6,True
1997-06-20,1.3,0.352,3.1,12.6,1997,6,True
1997-06-21,17.0,0.345,2.9,11.4,1997,6,True
1997-06-22,2.5,0.528,2.6,10.0,1997,6,True
1997-06-23,4.8,0.442,2.7,10.3,1997,6,True
1997-06-24,1.3,0.516,2.7,10.2,1997,6,True
1997-06-25,0.7,0.451,2.9,11.4,1997,6,True
1997-06-26,7.9,0.325,2.9,11.4,1997,6,True
1997-06-27,0.3,0.434,2.4,9.0,1997,6,True
1997-06-28,15.6,0.486,2.9,11.5,1997,6,True
1997-06-29,3.6,0.648,2.9,11.5,1997,6,True
1997-06-30,8.3,0.797,2.6,9.9,1997,6,True
1997-07-01,0.5,0.771,2.9,12.0,1997,7,True
1997-07-02,13.2,0.622,3.0,12.4,1997,7,True
1997-07-03,0.2,0.572,2.9,11.6,1997,7,True
1997-07-04,6.7,0.465,3.0,12.1,1997,7,True
1997-07-05,9.2,0.552,2.6,10.2,1997,7,True
1997-07-06,0.0,0.775,2.9,11.9,1997,7,True
1997-07-07,0.0,0.579,3.1,13.2,1997,7,True
1997-07-08,0.0,0.442,3.4,14.5,1997,7,True
1997-07-09,0.1,0.324,3.6,16.0,1997,7,True
1997-07-10,10.7,0.385,3.3,14.4,1997,7,True
1997-07-11,9.7,0.791,3.3,14.4,1997,7,True
1997-07-12,0.1,0.834,3.7,16.7,1997,7,True
1997-07-13,0.0,0.643,4.0,18.3,1997,7,True
1997-07-14,2.8,0.453,3.6,16.3,1997,7,True
1997-07-15,0.1,0.4,3.7,16.6,1997,7,True
1997-07-16,0.0,0.372,4.0,18.7,1997,7,True
1997-07-17,1.5,0.327,3.8,17.7,1997,7,True
1997-07-18,0.2,0.3,3.1,13.7,1997,7,True
1997-07-19,0.9,0.29,2.7,11.2,1997,7,True
1997-07-20,0.0,0.285,3.2,14.1,1997,7,True
1997-07-21,0.0,0.26,3.1,13.7,1997,7,True
1997-07-22,7.4,0.235,3.6,16.8,1997,7,True
1997-07-23,2.0,0.251,3.9,18.6,1997,7,True
1997-07-24,9.0,0.262,3.7,17.5,1997,7,True
1997-07-25,11.7,0.313,3.2,14.2,1997,7,True
1997-07-26,0.1,0.499,3.5,16.2,1997,7,True
1997-07-27,0.1,0.326,3.6,17.4,1997,7,True
1997-07-28,0.0,0.288,3.8,18.2,1997,7,True
1997-07-29,0.0,0.245,3.9,18.9,1997,7,True
1997-07-30,0.0,0.222,3.9,19.4,1997,7,True
1997-07-31,0.0,0.206,3.4,16.3,1997,7,True
1997-08-01,0.0,0.195,3.3,15.8,1997,8,True
1997-08-02,0.0,0.18,3.8,18.8,1997,8,True
1997-08-03,0.0,0.172,4.1,20.8,1997,8,True
1997-08-04,9.6,0.163,4.0,20.3,1997,8,True
1997-08-05,2.0,0.211,3.7,18.7,1997,8,True
1997-08-06,0.9,0.191,3.7,18.8,1997,8,True
1997-08-07,10.6,0.176,3.5,17.9,1997,8,True
1997-08-08,0.0,0.24,3.8,19.4,1997,8,True
1997-08-09,0.0,0.181,4.0,20.8,1997,8,True
1997-08-10,1.9,0.148,4.1,21.5,1997,8,True
1997-08-11,8.0,0.161,3.4,17.5,1997,8,True
1997-08-12,0.0,0.184,3.7,19.5,1997,8,True
1997-08-13,0.4,0.156,3.8,20.5,1997,8,True
1997-08-14,0.0,0.148,3.8,20.7,1997,8,True
1997-08-15,0.4,0.137,3.6,19.6,1997,8,True
1997-08-16,12.5,0.133,3.1,15.8,1997,8,True
1997-08-17,0.1,0.285,3.2,17.0,1997,8,True
1997-08-18,0.4,0.166,3.2,17.0,1997,8,True
1997-08-19,6.0,0.15,3.2,16.8,1997,8,True
1997-08-20,0.0,0.167,3.3,18.3,1997,8,True
1997-08-21,3.2,0.185,3.3,18.0,1997,8,True
1997-08-22,0.0,0.177,3.4,18.7,1997,8,True
1997-08-23,0.0,0.156,3.5,19.7,1997,8,True
1997-08-24,0.4,0.148,3.5,19.9,1997,8,True
1997-08-25,0.0,0.134,3.3,18.8,1997,8,True
1997-08-26,1.9,0.129,2.8,15.5,1997,8,True
1997-08-27,43.9,0.183,2.8,15.5,1997,8,True
1997-08-28,8.4,0.986,2.3,11.5,1997,8,True
1997-08-29,1.3,0.764,2.2,11.5,1997,8,True
1997-08-30,0.1,0.449,2.7,14.9,1997,8,True
1997-08-31,0.0,0.321,3.2,18.8,1997,8,True
1997-09-01,14.8,0.285,2.7,15.7,1997,9,True
1997-09-02,4.9,0.377,2.4,12.9,1997,9,True
1997-09-03,0.1,0.465,2.4,13.4,1997,9,True
1997-09-04,0.1,0.375,2.7,15.9,1997,9,True
1997-09-05,0.1,0.31,2.9,17.8,1997,9,True
1997-09-06,0.9,0.274,2.6,15.3,1997,9,True
1997-09-07,0.1,0.249,2.3,13.1,1997,9,True
1997-09-08,0.1,0.226,2.1,12.0,1997,9,True
1997-09-09,0.1,0.221,2.3,13.4,1997,9,True
1997-09-10,0.1,0.213,2.1,12.2,1997,9,True
1997-09-11,0.0,0.183,2.4,15.1,1997,9,True
1997-09-12,13.3,0.183,2.5,15.8,1997,9,True
1997-09-13,2.0,0.302,1.7,9.5,1997,9,True
1997-09-14,0.0,0.295,1.4,6.9,1997,9,True
1997-09-15,0.0,0.255,1.7,9.3,1997,9,True
1997-09-16,0.0,0.215,2.1,12.9,1997,9,True
1997-09-17,0.0,0.203,2.1,13.1,1997,9,True
1997-09-18,0.0,0.175,2.0,13.1,1997,9,True
1997-09-19,0.1,0.171,2.0,13.2,1997,9,True
1997-09-20,0.1,0.162,2.1,13.5,1997,9,True
1997-09-21,0.6,0.143,2.0,13.4,1997,9,True
1997-09-22,0.9,0.14,1.8,11.8,1997,9,True
1997-09-23,3.1,0.15,1.8,11.9,1997,9,True
1997-09-24,0.1,0.147,1.8,11.9,1997,9,True
1997-09-25,0.0,0.141,1.9,13.1,1997,9,True
1997-09-26,0.0,0.14,1.9,13.2,1997,9,True
1997-09-27,0.0,0.137,1.8,12.8,1997,9,True
1997-09-28,0.1,0.145,1.8,12.8,1997,9,True
1997-09-29,0.0,0.132,1.8,12.7,1997,9,True
1997-09-30,0.0,0.127,1.7,12.6,1997,9,True
1997-10-01,0.0,0.125,1.7,12.9,1997,10,True
1997-10-02,0.0,0.124,1.8,13.0,1997,10,True
1997-10-03,0.0,0.122,1.5,10.6,1997,10,True
1997-10-04,0.0,0.124,1.4,9.4,1997,10,True
1997-10-05,0.0,0.124,1.7,13.0,1997,10,True
1997-10-06,4.4,0.124,1.7,12.9,1997,10,True
1997-10-07,1.8,0.128,1.6,13.1,1997,10,True
1997-10-08,0.0,0.122,1.8,14.7,1997,10,True
1997-10-09,0.0,0.114,1.8,16.0,1997,10,True
1997-10-10,6.1,0.107,1.7,14.5,1997,10,True
1997-10-11,1.6,0.126,1.5,12.8,1997,10,True
1997-10-12,11.8,0.124,1.2,8.6,1997,10,True
1997-10-13,8.8,0.187,0.8,3.8,1997,10,True
1997-10-14,2.4,0.198,0.7,3.1,1997,10,True
1997-10-15,17.0,0.2,0.8,4.9,1997,10,True
1997-10-16,1.6,0.465,1.0,7.8,1997,10,True
1997-10-17,0.0,0.333,1.1,9.2,1997,10,True
1997-10-18,0.0,0.239,1.3,12.2,1997,10,True
1997-10-19,0.0,0.175,1.3,11.8,1997,10,True
1997-10-20,0.4,0.152,1.2,11.1,1997,10,True
1997-10-21,0.4,0.161,1.3,12.5,1997,10,True
1997-10-22,1.6,0.156,1.3,13.1,1997,10,True
1997-10-23,1.4,0.158,1.2,11.8,1997,10,True
1997-10-24,0.0,0.179,0.7,4.4,1997,10,True
1997-10-25,0.1,0.217,0.4,0.9,1997,10,True
1997-10-26,0.0,0.181,0.6,3.6,1997,10,True
1997-10-27,0.1,0.156,0.6,3.0,1997,10,True
1997-10-28,0.0,0.168,0.3,-1.2,1997,10,True
1997-10-29,0.0,0.16,0.1,-2.8,1997,10,True
1997-10-30,0.0,0.149,0.2,-2.7,1997,10,True
1997-10-31,0.0,0.137,0.1,-3.0,1997,10,True
1997-11-01,0.0,0.135,0.3,0.2,1997,11,True
1997-11-02,0.0,0.133,0.5,3.5,1997,11,True
1997-11-03,0.3,0.137,0.9,8.5,1997,11,True
1997-11-04,12.1,0.153,0.9,10.2,1997,11,True
1997-11-05,1.1,0.255,0.9,10.4,1997,11,True
1997-11-06,9.6,0.255,1.1,13.5,1997,11,True
1997-11-07,0.7,0.286,0.7,6.8,1997,11,True
1997-11-08,6.4,0.312,0.7,7.0,1997,11,True
1997-11-09,1.0,0.278,0.7,6.5,1997,11,True
1997-11-10,4.4,0.298,0.5,3.5,1997,11,True
1997-11-11,4.1,0.321,0.5,3.8,1997,11,True
1997-11-12,3.0,0.336,0.5,3.3,1997,11,True
1997-11-13,0.6,0.36,0.4,3.0,1997,11,True
1997-11-14,0.0,0.318,0.4,1.7,1997,11,True
1997-11-15,0.1,0.288,0.4,2.8,1997,11,True
1997-11-16,0.0,0.255,0.7,7.4,1997,11,True
1997-11-17,0.1,0.238,0.7,8.5,1997,11,True
1997-11-18,4.1,0.231,0.6,6.7,1997,11,True
1997-11-19,5.0,0.272,0.6,7.3,1997,11,True
1997-11-20,2.6,0.324,0.5,4.7,1997,11,True
1997-11-21,0.0,0.318,0.4,3.7,1997,11,True
1997-11-22,3.9,0.326,0.4,2.2,1997,11,True
1997-11-23,0.5,0.3,0.3,2.0,1997,11,True
1997-11-24,1.1,0.284,0.4,4.1,1997,11,True
1997-11-25,0.2,0.316,0.6,7.1,1997,11,True
1997-11-26,2.4,0.273,0.6,7.8,1997,11,True
1997-11-27,1.3,0.286,0.6,6.8,1997,11,True
1997-11-28,2.8,0.304,0.5,6.0,1997,11,True
1997-11-29,5.5,0.306,0.5,5.3,1997,11,True
1997-11-30,16.3,0.347,0.4,3.7,1997,11,True
1997-12-01,3.7,0.714,0.3,1.2,1997,12,True
1997-12-02,10.7,0.852,0.3,0.6,1997,12,True
1997-12-03,3.3,0.902,0.0,-3.8,1997,12,True
1997-12-04,0.7,0.678,0.0,-4.3,1997,12,True
1997-12-05,0.0,0.584,0.0,-4.4,1997,12,True
1997-12-06,0.0,0.536,0.0,-4.5,1997,12,True
1997-12-07,0.1,0.483,0.2,-0.8,1997,12,True
1997-12-08,2.3,0.454,0.4,3.0,1997,12,True
1997-12-09,0.2,0.613,0.3,2.8,1997,12,True
1997-12-10,5.9,0.712,0.4,3.9,1997,12,True
1997-12-11,5.0,0.93,0.6,9.1,1997,12,True
1997-12-12,5.6,1.098,0.3,3.4,1997,12,True
1997-12-13,0.1,1.109,0.2,0.4,1997,12,True
1997-12-14,0.3,0.94,0.1,-1.9,1997,12,True
1997-12-15,2.1,0.834,0.1,-2.7,1997,12,True
1997-12-16,0.1,0.832,0.1,-1.7,1997,12,True
1997-12-17,0.2,0.761,0.5,6.1,1997,12,True
1997-12-18,13.7,0.788,0.5,7.9,1997,12,True
1997-12-19,4.1,1.174,0.4,5.2,1997,12,True
1997-12-20,6.6,1.185,0.4,3.6,1997,12,True
1997-12-21,2.0,1.239,0.3,3.2,1997,12,True
1997-12-22,0.5,1.25,0.3,2.0,1997,12,True
1997-12-23,1.8,0.918,0.3,3.2,1997,12,True
1997-12-24,0.3,0.884,0.5,6.8,1997,12,True
1997-12-25,2.9,0.851,0.6,8.5,1997,12,True
1997-12-26,4.4,0.864,0.4,3.9,1997,12,True
1997-12-27,4.9,0.909,0.3,1.7,1997,12,True
1997-12-28,0.6,0.973,0.2,0.0,1997,12,True
1997-12-29,0.3,0.892,0.2,-1.1,1997,12,True
1997-12-30,0.0,0.81,0.3,3.2,1997,12,True
1997-12-31,8.5,0.825,0.5,6.1,1997,12,True
1998-01-01,2.4,0.971,0.4,3.9,1998,1,True
1998-01-02,12.2,1.185,0.4,3.5,1998,1,True
1998-01-03,1.8,1.532,0.4,5.2,1998,1,True
1998-01-04,1.3,1.326,0.4,4.2,1998,1,True
1998-01-05,6.2,1.152,0.4,3.9,1998,1,True
1998-01-06,0.7,1.206,0.4,5.1,1998,1,True
1998-01-07,0.0,1.174,0.4,4.1,1998,1,True
1998-01-08,0.0,1.08,0.4,4.1,1998,1,True
1998-01-09,0.0,1.01,0.4,4.0,1998,1,True
1998-01-10,0.0,0.951,0.5,5.4,1998,1,True
1998-01-11,0.0,0.896,0.5,6.6,1998,1,True
1998-01-12,0.0,0.834,0.5,6.8,1998,1,True
1998-01-13,8.3,0.794,0.5,6.9,1998,1,True
1998-01-14,0.3,0.976,0.3,2.0,1998,1,True
1998-01-15,7.5,0.902,0.3,1.0,1998,1,True
1998-01-16,15.1,1.13,0.4,3.3,1998,1,True
1998-01-17,0.1,1.728,0.2,0.0,1998,1,True
1998-01-18,14.6,1.424,0.4,2.3,1998,1,True
1998-01-19,9.0,2.38,0.3,1.6,1998,1,True
1998-01-20,5.1,2.76,0.1,-2.3,1998,1,True
1998-01-21,0.1,2.13,0.1,-2.1,1998,1,True
1998-01-22,0.0,1.771,0.0,-4.8,1998,1,True
1998-01-23,0.1,1.532,0.0,-3.9,1998,1,True
1998-01-24,0.4,1.369,0.0,-5.1,1998,1,True
1998-01-25,1.8,1.293,0.0,-4.0,1998,1,True
1998-01-26,0.1,1.195,0.1,-3.1,1998,1,True
1998-01-27,0.0,1.119,0.2,-2.1,1998,1,True
1998-01-28,0.0,1.072,0.1,-2.8,1998,1,True
1998-01-29,0.1,1.056,0.0,-4.1,1998,1,True
1998-01-30,0.0,1.015,0.1,-2.6,1998,1,True
1998-01-31,0.0,0.922,0.1,-2.3,1998,1,True
1998-02-01,0.1,0.907,0.2,-2.1,1998,2,True
1998-02-02,0.0,0.816,0.2,-1.2,1998,2,True
1998-02-03,0.0,0.838,0.1,-2.7,1998,2,True
1998-02-04,0.0,0.805,0.1,-4.4,1998,2,True
1998-02-05,0.0,0.75,0.1,-4.2,1998,2,True
1998-02-06,0.0,0.675,0.2,-2.4,1998,2,True
1998-02-07,1.3,0.664,0.3,0.2,1998,2,True
1998-02-08,0.0,0.734,0.4,0.5,1998,2,True
1998-02-09,0.0,0.681,0.5,3.1,1998,2,True
1998-02-10,0.0,0.698,0.5,3.6,1998,2,True
1998-02-11,0.0,0.681,0.7,5.1,1998,2,True
1998-02-12,0.0,0.677,0.7,4.8,1998,2,True
1998-02-13,0.0,0.688,0.7,5.3,1998,2,True
1998-02-14,0.0,0.687,0.8,6.3,1998,2,True
1998-02-15,0.0,0.669,0.8,5.6,1998,2,True
1998-02-16,0.0,0.626,0.9,7.1,1998,2,True
1998-02-17,0.0,0.68,0.6,3.0,1998,2,True
1998-02-18,0.0,0.659,0.9,6.9,1998,2,True
1998-02-19,0.0,0.613,0.9,6.7,1998,2,True
1998-02-20,0.0,0.626,1.1,9.3,1998,2,True
1998-02-21,14.6,0.623,0.9,6.2,1998,2,True
1998-02-22,8.5,0.885,0.6,2.6,1998,2,True
1998-02-23,2.0,1.075,0.4,0.0,1998,2,True
1998-02-24,0.0,0.893,0.5,1.8,1998,2,True
1998-02-25,0.0,0.891,0.8,4.6,1998,2,True
1998-02-26,0.0,0.937,0.8,5.2,1998,2,True
1998-02-27,0.0,0.896,0.8,5.0,1998,2,True
1998-02-28,1.0,0.931,0.7,3.8,1998,2,True
1998-03-01,0.1,0.854,0.7,2.9,1998,3,True
1998-03-02,0.0,0.787,0.6,2.2,1998,3,True
1998-03-03,0.0,0.739,1.1,7.8,1998,3,True
1998-03-04,1.5,0.694,1.4,11.1,1998,3,True
1998-03-05,0.0,0.664,0.8,4.1,1998,3,True
1998-03-06,0.1,0.63,0.9,5.3,1998,3,True
1998-03-07,0.7,0.603,1.1,6.9,1998,3,True
1998-03-08,25.7,0.752,0.9,4.7,1998,3,True
1998-03-09,0.4,1.598,0.5,0.0,1998,3,True
1998-03-10,3.0,1.195,0.4,-0.6,1998,3,True
1998-03-11,19.0,1.119,0.6,1.3,1998,3,True
1998-03-12,2.0,2.293,0.4,-0.7,1998,3,True
1998-03-13,0.2,1.706,0.4,-1.4,1998,3,True
1998-03-14,0.0,1.456,0.6,0.9,1998,3,True
1998-03-15,0.0,1.358,0.8,3.2,1998,3,True
1998-03-16,0.0,1.326,1.0,4.6,1998,3,True
1998-03-17,0.0,1.304,1.0,4.6,1998,3,True
1998-03-18,0.0,1.206,1.0,4.5,1998,3,True
1998-03-19,0.0,1.087,0.9,3.0,1998,3,True
1998-03-20,0.0,1.02,0.7,1.8,1998,3,True
1998-03-21,0.0,0.981,0.8,2.1,1998,3,True
1998-03-22,0.0,0.936,0.6,0.5,1998,3,True
1998-03-23,0.7,0.869,0.6,0.5,1998,3,True
1998-03-24,0.1,0.847,0.4,-1.7,1998,3,True
1998-03-25,0.0,0.826,0.5,-0.3,1998,3,True
1998-03-26,0.0,0.804,1.0,3.9,1998,3,True
1998-03-27,0.0,0.786,1.4,7.3,1998,3,True
1998-03-28,0.0,0.759,1.6,9.1,1998,3,True
1998-03-29,0.0,0.726,1.8,10.0,1998,3,True
1998-03-30,0.0,0.644,1.6,8.4,1998,3,True
1998-03-31,0.3,0.579,1.6,8.2,1998,3,True
1998-04-01,4.8,0.585,1.5,7.3,1998,4,True
1998-04-02,1.8,0.597,1.4,6.8,1998,4,True
1998-04-03,8.6,0.617,2.0,11.2,1998,4,True
1998-04-04,0.3,0.687,1.4,6.2,1998,4,True
1998-04-05,1.0,0.696,1.2,4.7,1998,4,True
1998-04-06,5.7,0.603,1.5,6.5,1998,4,True
1998-04-07,6.1,0.628,1.4,5.8,1998,4,True
1998-04-08,0.7,0.818,1.2,3.9,1998,4,True
1998-04-09,2.1,0.68,1.1,3.4,1998,4,True
1998-04-10,2.7,0.641,1.0,2.7,1998,4,True
1998-04-11,1.6,0.636,0.9,1.8,1998,4,True
1998-04-12,7.0,0.642,0.7,0.2,1998,4,True
1998-04-13,5.0,0.715,0.4,-2.1,1998,4,True
1998-04-14,2.2,0.754,0.9,1.7,1998,4,True
1998-04-15,14.0,0.878,1.1,2.8,1998,4,True
1998-04-16,4.0,1.228,0.9,1.8,1998,4,True
1998-04-17,12.3,1.152,1.1,2.8,1998,4,True
1998-04-18,9.0,1.326,0.9,1.3,1998,4,True
1998-04-19,0.4,1.576,1.2,3.4,1998,4,True
1998-04-20,3.4,1.587,1.6,6.0,1998,4,True
1998-04-21,0.0,1.424,2.1,9.9,1998,4,True
1998-04-22,0.0,1.261,2.4,11.7,1998,4,True
1998-04-23,0.0,1.228,2.3,10.8,1998,4,True
1998-04-24,0.0,1.174,2.1,9.2,1998,4,True
1998-04-25,2.2,1.119,2.5,12.3,1998,4,True
1998-04-26,67.1,1.304,2.1,9.1,1998,4,True
1998-04-27,9.4,8.586,1.2,3.4,1998,4,True
1998-04-28,0.3,8.184,1.5,5.3,1998,4,True
1998-04-29,13.5,4.684,1.7,6.6,1998,4,True
1998-04-30,8.2,4.945,1.7,6.2,1998,4,True
1998-05-01,11.0,5.39,1.8,7.0,1998,5,True
1998-05-02,4.9,5.858,1.9,7.6,1998,5,True
1998-05-03,2.0,5.097,1.9,7.3,1998,5,True
1998-05-04,0.2,4.119,1.5,4.6,1998,5,True
1998-05-05,0.0,3.51,1.6,5.6,1998,5,True
1998-05-06,0.0,3.065,2.0,8.0,1998,5,True
1998-05-07,0.0,2.674,2.5,11.1,1998,5,True
1998-05-08,0.0,2.293,3.0,13.8,1998,5,True
1998-05-09,0.0,2.011,3.2,15.2,1998,5,True
1998-05-10,0.0,1.771,3.4,16.5,1998,5,True
1998-05-11,0.0,1.511,3.6,17.5,1998,5,True
1998-05-12,0.0,1.25,3.4,16.4,1998,5,True
1998-05-13,6.7,1.141,3.3,15.3,1998,5,True
1998-05-14,3.1,1.326,3.3,15.6,1998,5,True
1998-05-15,0.0,1.25,3.3,15.5,1998,5,True
1998-05-16,0.0,1.075,2.9,12.6,1998,5,True
1998-05-17,0.0,0.929,2.8,12.0,1998,5,True
1998-05-18,0.0,0.851,2.8,11.8,1998,5,True
1998-05-19,0.0,0.773,2.9,12.3,1998,5,True
1998-05-20,0.0,0.705,3.0,13.4,1998,5,True
1998-05-21,1.0,0.673,3.0,13.1,1998,5,True
1998-05-22,0.0,0.678,2.5,10.0,1998,5,True
1998-05-23,0.0,0.662,2.2,8.4,1998,5,True
1998-05-24,0.0,0.626,2.3,8.8,1998,5,True
1998-05-25,0.2,0.596,2.5,9.7,1998,5,True
1998-05-26,0.6,0.565,2.6,10.6,1998,5,True
1998-05-27,11.0,0.563,2.5,9.8,1998,5,True
1998-05-28,10.2,0.718,2.4,9.0,1998,5,True
1998-05-29,1.1,0.873,2.5,9.8,1998,5,True
1998-05-30,15.7,0.701,2.9,11.8,1998,5,True
1998-05-31,14.3,0.985,2.5,9.6,1998,5,True
1998-06-01,0.2,1.13,3.0,12.5,1998,6,True
1998-06-02,8.0,0.719,3.4,14.8,1998,6,True
1998-06-03,4.8,0.724,3.3,14.6,1998,6,True
1998-06-04,3.8,0.761,3.8,17.2,1998,6,True
1998-06-05,0.0,0.802,4.3,19.9,1998,6,True
1998-06-06,6.6,0.634,4.1,18.7,1998,6,True
1998-06-07,0.2,0.664,3.1,12.8,1998,6,True
1998-06-08,0.0,0.583,2.9,11.7,1998,6,True
1998-06-09,1.1,0.49,3.8,17.2,1998,6,True
1998-06-10,7.1,0.501,3.2,13.3,1998,6,True
1998-06-11,12.3,0.59,2.1,7.1,1998,6,True
1998-06-12,6.7,1.005,1.9,6.1,1998,6,True
1998-06-13,1.0,0.959,2.6,9.6,1998,6,True
1998-06-14,3.4,0.754,2.7,10.5,1998,6,True
1998-06-15,4.6,0.729,2.6,9.9,1998,6,True
1998-06-16,0.0,0.755,2.6,10.0,1998,6,True
1998-06-17,0.0,0.639,2.8,11.1,1998,6,True
1998-06-18,0.0,0.563,3.4,14.5,1998,6,True
1998-06-19,0.0,0.503,3.9,17.5,1998,6,True
1998-06-20,0.0,0.463,4.5,20.9,1998,6,True
1998-06-21,0.0,0.416,4.7,21.7,1998,6,True
1998-06-22,0.0,0.363,3.8,16.8,1998,6,True
1998-06-23,0.0,0.336,3.5,15.2,1998,6,True
1998-06-24,0.0,0.303,3.9,17.2,1998,6,True
1998-06-25,7.9,0.302,3.4,14.4,1998,6,True
1998-06-26,2.0,0.368,3.4,14.7,1998,6,True
1998-06-27,1.3,0.388,4.0,18.2,1998,6,True
1998-06-28,0.0,0.366,3.4,14.5,1998,6,True
1998-06-29,0.0,0.312,3.8,16.6,1998,6,True
1998-06-30,0.3,0.286,3.6,15.9,1998,6,True
1998-07-01,9.1,0.265,3.7,16.5,1998,7,True
1998-07-02,21.6,0.392,3.8,17.1,1998,7,True
1998-07-03,4.5,1.029,3.2,13.3,1998,7,True
1998-07-04,0.0,0.902,3.3,14.3,1998,7,True
1998-07-05,0.0,0.609,3.5,15.2,1998,7,True
1998-07-06,0.2,0.422,3.9,17.9,1998,7,True
1998-07-07,0.9,0.345,3.3,14.3,1998,7,True
1998-07-08,0.0,0.336,3.0,12.4,1998,7,True
1998-07-09,0.0,0.326,3.4,14.6,1998,7,True
1998-07-10,0.1,0.335,3.4,14.9,1998,7,True
1998-07-11,0.1,0.292,3.4,14.8,1998,7,True
1998-07-12,0.0,0.32,3.9,18.1,1998,7,True
1998-07-13,5.0,0.256,3.6,16.3,1998,7,True
1998-07-14,0.0,0.287,2.8,11.6,1998,7,True
1998-07-15,0.0,0.259,2.9,12.4,1998,7,True
1998-07-16,0.0,0.241,3.4,15.3,1998,7,True
1998-07-17,0.0,0.233,3.7,16.8,1998,7,True
1998-07-18,0.0,0.217,4.0,19.0,1998,7,True
1998-07-19,0.9,0.204,4.5,21.9,1998,7,True
1998-07-20,0.0,0.18,4.7,23.4,1998,7,True
1998-07-21,0.0,0.143,3.9,18.4,1998,7,True
1998-07-22,0.0,0.15,3.8,18.1,1998,7,True
1998-07-23,0.0,0.151,4.3,20.8,1998,7,True
1998-07-24,0.0,0.132,4.0,19.0,1998,7,True
1998-07-25,0.0,0.13,3.7,17.5,1998,7,True
1998-07-26,1.9,0.127,4.1,20.1,1998,7,True
1998-07-27,9.8,0.126,3.4,15.7,1998,7,True
1998-07-28,1.4,0.133,3.1,14.3,1998,7,True
1998-07-29,0.0,0.145,3.5,16.4,1998,7,True
1998-07-30,0.6,0.151,3.6,17.2,1998,7,True
1998-07-31,12.0,0.135,3.3,15.6,1998,7,True
1998-08-01,13.7,0.345,2.6,11.2,1998,8,True
1998-08-02,4.0,0.359,2.6,11.1,1998,8,True
1998-08-03,0.0,0.287,2.9,13.0,1998,8,True
1998-08-04,1.5,0.233,3.2,15.0,1998,8,True
1998-08-05,0.0,0.2,3.3,16.1,1998,8,True
1998-08-06,0.0,0.173,3.3,16.0,1998,8,True
1998-08-07,0.0,0.146,3.5,17.6,1998,8,True
1998-08-08,0.0,0.135,4.1,21.7,1998,8,True
1998-08-09,0.0,0.129,4.3,22.9,1998,8,True
1998-08-10,0.0,0.118,4.4,23.5,1998,8,True
1998-08-11,0.1,0.105,4.3,23.4,1998,8,True
1998-08-12,1.4,0.103,3.9,20.6,1998,8,True
1998-08-13,0.0,0.108,3.3,17.2,1998,8,True
1998-08-14,0.0,0.108,3.1,15.8,1998,8,True
1998-08-15,0.0,0.108,3.6,19.4,1998,8,True
1998-08-16,0.4,0.107,3.4,18.4,1998,8,True
1998-08-17,0.8,0.106,3.3,17.6,1998,8,True
1998-08-18,0.1,0.106,3.3,17.9,1998,8,True
1998-08-19,0.0,0.104,3.2,16.9,1998,8,True
1998-08-20,0.0,0.095,3.1,16.8,1998,8,True
1998-08-21,10.7,0.099,3.0,15.8,1998,8,True
1998-08-22,9.2,0.189,3.0,16.2,1998,8,True
1998-08-23,1.0,0.268,3.0,16.0,1998,8,True
1998-08-24,3.6,0.199,2.5,12.5,1998,8,True
1998-08-25,0.1,0.165,2.4,12.4,1998,8,True
1998-08-26,0.0,0.138,2.6,14.1,1998,8,True
1998-08-27,0.0,0.126,2.2,11.1,1998,8,True
1998-08-28,0.0,0.124,1.9,9.0,1998,8,True
1998-08-29,0.0,0.117,1.8,8.4,1998,8,True
1998-08-30,0.0,0.116,2.1,11.0,1998,8,True
1998-08-31,0.0,0.111,2.8,15.7,1998,8,True
1998-09-01,0.1,0.107,3.1,18.3,1998,9,True
1998-09-02,6.1,0.104,3.3,19.8,1998,9,True
1998-09-03,0.0,0.118,2.6,15.3,1998,9,True
1998-09-04,32.1,0.127,2.4,13.2,1998,9,True
1998-09-05,0.4,0.438,2.2,12.5,1998,9,True
1998-09-06,0.7,0.245,2.3,13.3,1998,9,True
1998-09-07,6.4,0.225,2.5,14.5,1998,9,True
1998-09-08,0.2,0.206,2.2,13.0,1998,9,True
1998-09-09,0.0,0.174,2.9,18.3,1998,9,True
1998-09-10,8.5,0.162,2.5,15.4,1998,9,True
1998-09-11,12.2,0.223,2.0,11.2,1998,9,True
1998-09-12,10.7,0.191,1.5,7.4,1998,9,True
