date,P_mm,Q_mm,PET_mm,T_C,year,month,keep_month
1990-01-01,0.6,0.274,0.3,1.9,1990,1,True
1990-01-02,0.2,0.274,0.3,2.7,1990,1,True
1990-01-03,0.0,0.321,0.3,1.1,1990,1,True
1990-01-04,0.0,0.297,0.2,-0.4,1990,1,True
1990-01-05,0.0,0.274,0.2,-0.7,1990,1,True
1990-01-06,0.0,0.239,0.2,0.1,1990,1,True
1990-01-07,0.9,0.239,0.3,1.7,1990,1,True
1990-01-08,2.5,0.239,0.3,3.0,1990,1,True
1990-01-09,0.0,0.239,0.3,1.3,1990,1,True
1990-01-10,0.0,0.297,0.2,-0.5,1990,1,True
1990-01-11,0.0,0.297,0.2,-1.1,1990,1,True
1990-01-12,0.0,0.215,0.2,-0.8,1990,1,True
1990-01-13,0.0,0.215,0.2,-1.6,1990,1,True
1990-01-14,1.3,0.215,0.2,-0.4,1990,1,True
1990-01-15,0.0,0.215,0.3,0.3,1990,1,True
1990-01-16,0.0,0.239,0.4,3.2,1990,1,True
1990-01-17,0.8,0.239,0.4,2.3,1990,1,True
1990-01-18,0.5,0.239,0.2,-0.2,1990,1,True
1990-01-19,0.0,0.215,0.1,-3.1,1990,1,True
1990-01-20,0.0,0.179,0.2,-1.3,1990,1,True
1990-01-21,0.0,0.179,0.2,-2.0,1990,1,True
1990-01-22,0.0,0.215,0.2,-1.7,1990,1,True
1990-01-23,0.3,0.239,0.4,2.7,1990,1,True
1990-01-24,0.1,0.227,0.6,6.3,1990,1,True
1990-01-25,5.3,0.239,0.7,8.3,1990,1,True
1990-01-26,1.0,0.345,0.4,2.7,1990,1,True
1990-01-27,2.8,0.345,0.5,4.5,1990,1,True
1990-01-28,17.9,0.448,0.4,2.2,1990,1,True
1990-01-29,1.3,0.475,0.2,-0.3,1990,1,True
1990-01-30,0.2,0.503,0.5,3.6,1990,1,True
1990-01-31,13.0,0.533,0.6,6.2,1990,1,True
1990-02-01,0.4,1.043,0.5,3.8,1990,2,True
1990-02-02,0.0,0.886,0.6,5.0,1990,2,True
1990-02-03,0.3,0.663,0.6,5.0,1990,2,True
1990-02-04,0.0,0.549,0.4,2.0,1990,2,True
1990-02-05,0.0,0.472,0.7,6.2,1990,2,True
1990-02-06,2.7,0.472,0.7,6.8,1990,2,True
1990-02-07,0.0,0.472,0.7,6.4,1990,2,True
1990-02-08,0.0,0.447,0.7,6.1,1990,2,True
1990-02-09,0.0,0.422,0.4,1.6,1990,2,True
1990-02-10,12.8,0.398,0.5,3.6,1990,2,True
1990-02-11,5.5,0.565,0.5,1.7,1990,2,True
1990-02-12,7.5,0.755,0.4,0.3,1990,2,True
1990-02-13,35.3,0.94,0.6,4.1,1990,2,True
1990-02-14,9.2,4.923,0.9,7.9,1990,2,True
1990-02-15,3.5,5.76,0.9,7.1,1990,2,True
1990-02-16,10.4,3.847,0.9,7.1,1990,2,True
1990-02-17,0.1,3.999,0.8,6.4,1990,2,True
1990-02-18,0.1,3.326,0.9,7.1,1990,2,True
1990-02-19,0.2,2.576,1.0,8.1,1990,2,True
1990-02-20,0.0,2.206,0.9,6.8,1990,2,True
1990-02-21,0.0,1.902,1.0,8.0,1990,2,True
1990-02-22,0.0,1.674,1.0,7.3,1990,2,True
1990-02-23,0.0,1.5,1.2,9.6,1990,2,True
1990-02-24,0.0,1.337,1.1,9.4,1990,2,True
1990-02-25,0.0,1.25,1.2,9.7,1990,2,True
1990-02-26,0.2,1.098,1.1,8.1,1990,2,True
1990-02-27,1.1,1.098,1.0,7.6,1990,2,True
1990-02-28,5.9,1.06,1.0,7.3,1990,2,True
1990-03-01,3.2,1.027,0.7,3.5,1990,3,True
1990-03-02,2.7,1.174,0.3,-2.2,1990,3,True
1990-03-03,0.0,1.098,0.2,-2.4,1990,3,True
1990-03-04,0.0,0.989,0.3,-1.3,1990,3,True
1990-03-05,0.0,0.918,0.5,0.2,1990,3,True
1990-03-06,0.0,0.886,0.7,2.9,1990,3,True
1990-03-07,0.0,0.886,0.9,4.6,1990,3,True
1990-03-08,1.5,0.853,1.2,8.0,1990,3,True
1990-03-09,0.0,0.788,1.0,5.3,1990,3,True
1990-03-10,0.0,0.636,0.9,4.6,1990,3,True
1990-03-11,1.6,0.603,1.3,9.1,1990,3,True
1990-03-12,0.2,0.576,1.4,9.9,1990,3,True
1990-03-13,3.8,0.576,1.4,8.8,1990,3,True
1990-03-14,0.4,0.636,1.2,7.1,1990,3,True
1990-03-15,0.0,0.603,1.0,5.2,1990,3,True
1990-03-16,0.0,0.549,1.4,8.6,1990,3,True
1990-03-17,0.0,0.523,1.5,9.1,1990,3,True
1990-03-18,0.0,0.472,1.3,6.9,1990,3,True
1990-03-19,0.0,0.398,1.2,6.5,1990,3,True
1990-03-20,0.1,0.422,1.7,10.9,1990,3,True
1990-03-21,0.0,0.422,2.1,13.9,1990,3,True
1990-03-22,1.6,0.422,2.0,13.0,1990,3,True
1990-03-23,0.0,0.422,1.1,5.1,1990,3,True
1990-03-24,2.1,0.422,1.0,4.5,1990,3,True
1990-03-25,3.3,0.398,0.7,1.3,1990,3,True
1990-03-26,6.6,0.375,0.4,-1.1,1990,3,True
1990-03-27,3.5,0.352,0.6,0.0,1990,3,True
1990-03-28,17.1,0.497,0.5,-0.4,1990,3,True
1990-03-29,0.0,0.549,0.7,0.6,1990,3,True
1990-03-30,0.0,0.549,0.9,2.3,1990,3,True
1990-03-31,0.0,0.576,1.3,5.8,1990,3,True
1990-04-01,0.0,0.636,1.7,8.9,1990,4,True
1990-04-02,0.4,0.755,1.7,9.1,1990,4,True
1990-04-03,5.1,0.723,1.1,3.9,1990,4,True
1990-04-04,0.0,0.636,0.8,1.4,1990,4,True
1990-04-05,7.6,0.576,0.7,0.7,1990,4,True
1990-04-06,4.9,0.523,1.1,4.0,1990,4,True
1990-04-07,5.7,0.603,1.5,6.3,1990,4,True
1990-04-08,0.2,0.755,1.1,3.4,1990,4,True
1990-04-09,1.5,0.755,0.8,1.0,1990,4,True
1990-04-10,0.6,0.723,0.9,1.9,1990,4,True
1990-04-11,2.4,0.663,1.3,4.9,1990,4,True
1990-04-12,0.7,0.663,1.4,5.3,1990,4,True
1990-04-13,3.0,0.603,1.5,5.9,1990,4,True
1990-04-14,5.9,0.549,1.2,3.7,1990,4,True
1990-04-15,7.7,0.576,1.4,4.9,1990,4,True
1990-04-16,1.2,0.788,1.2,3.6,1990,4,True
1990-04-17,6.3,0.853,1.1,2.6,1990,4,True
1990-04-18,3.2,0.821,0.7,0.2,1990,4,True
1990-04-19,7.5,0.956,0.9,1.6,1990,4,True
1990-04-20,7.5,1.027,0.9,1.2,1990,4,True
1990-04-21,0.1,1.174,1.2,3.2,1990,4,True
1990-04-22,3.0,1.293,1.2,3.4,1990,4,True
1990-04-23,2.9,1.337,1.4,4.5,1990,4,True
1990-04-24,1.6,1.337,1.6,6.0,1990,4,True
1990-04-25,0.9,1.174,1.6,6.0,1990,4,True
1990-04-26,0.5,1.174,1.7,6.2,1990,4,True
1990-04-27,0.0,1.06,1.9,8.1,1990,4,True
1990-04-28,0.0,0.989,1.9,7.9,1990,4,True
1990-04-29,0.0,0.918,2.2,9.8,1990,4,True
1990-04-30,0.0,0.886,2.6,12.1,1990,4,True
1990-05-01,0.3,0.821,2.7,12.8,1990,5,True
1990-05-02,0.0,0.755,3.0,14.6,1990,5,True
1990-05-03,3.2,0.723,2.9,13.9,1990,5,True
1990-05-04,3.5,0.755,2.8,13.2,1990,5,True
1990-05-05,7.4,0.788,2.7,12.5,1990,5,True
1990-05-06,4.3,0.837,2.6,11.8,1990,5,True
1990-05-07,3.7,0.918,2.5,10.8,1990,5,True
1990-05-08,4.6,0.989,2.5,10.7,1990,5,True
1990-05-09,0.9,0.989,2.7,12.0,1990,5,True
1990-05-10,8.0,0.918,2.5,10.7,1990,5,True
1990-05-11,0.1,0.956,2.6,11.3,1990,5,True
1990-05-12,0.0,0.821,2.9,12.9,1990,5,True
1990-05-13,9.9,0.723,2.6,11.2,1990,5,True
1990-05-14,1.1,0.853,2.9,12.9,1990,5,True
1990-05-15,1.8,0.739,3.1,13.8,1990,5,True
1990-05-16,0.1,0.636,3.2,14.6,1990,5,True
1990-05-17,25.1,0.956,3.1,14.0,1990,5,True
1990-05-18,2.8,1.63,3.1,13.8,1990,5,True
1990-05-19,0.2,1.174,3.2,14.3,1990,5,True
1990-05-20,12.7,0.973,2.9,12.4,1990,5,True
1990-05-21,0.7,1.027,2.9,12.5,1990,5,True
1990-05-22,10.4,0.956,2.8,11.5,1990,5,True
1990-05-23,5.9,1.13,3.1,13.6,1990,5,True
1990-05-24,6.5,1.228,2.8,11.8,1990,5,True
1990-05-25,0.0,1.228,2.7,11.0,1990,5,True
1990-05-26,0.0,1.027,2.6,10.3,1990,5,True
1990-05-27,0.0,0.886,2.6,10.3,1990,5,True
1990-05-28,0.0,0.821,2.6,10.4,1990,5,True
1990-05-29,0.0,0.663,2.4,9.3,1990,5,True
1990-05-30,0.0,0.603,2.5,9.6,1990,5,True
1990-05-31,0.0,0.537,3.0,12.7,1990,5,True
1990-06-01,0.7,0.484,3.4,14.9,1990,6,True
1990-06-02,0.3,0.459,3.0,12.3,1990,6,True
1990-06-03,2.4,0.447,3.0,12.2,1990,6,True
1990-06-04,2.8,0.434,2.8,11.5,1990,6,True
1990-06-05,14.5,0.472,2.4,9.0,1990,6,True
1990-06-06,0.0,0.788,2.7,10.6,1990,6,True
1990-06-07,7.7,0.636,3.1,13.0,1990,6,True
1990-06-08,1.5,0.603,2.7,10.5,1990,6,True
1990-06-09,4.4,0.755,2.3,8.1,1990,6,True
1990-06-10,0.1,0.723,2.3,8.1,1990,6,True
1990-06-11,0.2,0.636,2.8,11.2,1990,6,True
1990-06-12,1.6,0.549,2.8,11.0,1990,6,True
1990-06-13,0.0,0.523,2.8,10.9,1990,6,True
1990-06-14,0.1,0.472,3.0,12.4,1990,6,True
1990-06-15,0.0,0.447,3.1,12.8,1990,6,True
1990-06-16,0.0,0.422,3.3,14.1,1990,6,True
1990-06-17,0.5,0.375,3.4,14.5,1990,6,True
1990-06-18,0.0,0.341,3.4,14.6,1990,6,True
1990-06-19,32.5,0.31,3.4,14.6,1990,6,True
1990-06-20,8.5,0.755,2.9,11.9,1990,6,True
1990-06-21,3.4,1.25,3.2,13.3,1990,6,True
1990-06-22,0.5,0.788,3.0,12.1,1990,6,True
1990-06-23,0.0,0.663,3.2,13.4,1990,6,True
1990-06-24,0.0,0.523,3.7,16.3,1990,6,True
1990-06-25,0.0,0.447,4.0,17.6,1990,6,True
1990-06-26,22.6,0.956,4.3,19.6,1990,6,True
1990-06-27,10.1,1.543,3.8,17.1,1990,6,True
1990-06-28,0.4,1.217,3.9,17.4,1990,6,True
1990-06-29,0.6,0.956,4.1,18.4,1990,6,True
1990-06-30,3.1,0.788,4.1,18.5,1990,6,True
1990-07-01,0.0,0.696,3.0,12.4,1990,7,True
1990-07-02,6.6,0.603,3.1,12.8,1990,7,True
1990-07-03,7.2,0.723,2.9,11.5,1990,7,True
1990-07-04,0.0,0.696,3.1,13.2,1990,7,True
1990-07-05,7.4,0.696,3.4,14.7,1990,7,True
1990-07-06,0.0,0.636,2.7,10.5,1990,7,True
1990-07-07,1.0,0.576,3.1,12.7,1990,7,True
1990-07-08,0.0,0.549,3.6,16.1,1990,7,True
1990-07-09,0.0,0.497,3.9,17.8,1990,7,True
1990-07-10,0.0,0.447,2.9,12.1,1990,7,True
1990-07-11,0.0,0.375,3.0,12.8,1990,7,True
1990-07-12,0.0,0.352,3.6,15.8,1990,7,True
1990-07-13,0.0,0.352,4.2,19.6,1990,7,True
1990-07-14,0.0,0.289,4.4,20.9,1990,7,True
1990-07-15,0.4,0.289,4.3,20.1,1990,7,True
1990-07-16,0.1,0.268,4.2,19.9,1990,7,True
1990-07-17,0.0,0.254,4.0,18.6,1990,7,True
1990-07-18,0.0,0.24,3.5,15.9,1990,7,True
1990-07-19,0.0,0.227,3.6,16.5,1990,7,True
1990-07-20,0.0,0.227,4.1,19.1,1990,7,True
1990-07-21,0.0,0.214,4.6,22.4,1990,7,True
1990-07-22,0.0,0.214,4.8,23.9,1990,7,True
1990-07-23,0.4,0.189,4.4,21.4,1990,7,True
1990-07-24,0.1,0.177,3.8,18.1,1990,7,True
1990-07-25,0.0,0.154,3.7,17.7,1990,7,True
1990-07-26,0.5,0.143,4.0,19.3,1990,7,True
1990-07-27,0.3,0.154,4.2,20.7,1990,7,True
1990-07-28,0.9,0.154,4.0,19.7,1990,7,True
1990-07-29,1.6,0.143,3.4,16.0,1990,7,True
1990-07-30,0.0,0.154,3.6,17.6,1990,7,True
1990-07-31,0.0,0.154,3.9,19.2,1990,7,True
1990-08-01,0.0,0.143,4.0,19.9,1990,8,True
1990-08-02,0.0,0.143,4.2,21.7,1990,8,True
1990-08-03,0.0,0.134,4.3,22.3,1990,8,True
1990-08-04,0.0,0.134,4.4,22.6,1990,8,True
1990-08-05,0.0,0.124,4.4,22.8,1990,8,True
1990-08-06,0.0,0.124,3.4,16.7,1990,8,True
1990-08-07,0.0,0.114,2.7,12.2,1990,8,True
1990-08-08,0.0,0.114,2.8,12.8,1990,8,True
1990-08-09,0.0,0.105,3.0,14.5,1990,8,True
1990-08-10,0.0,0.097,3.4,17.5,1990,8,True
1990-08-11,0.1,0.097,3.8,20.3,1990,8,True
1990-08-12,4.5,0.105,3.8,20.1,1990,8,True
1990-08-13,1.5,0.105,3.5,18.5,1990,8,True
1990-08-14,3.0,0.105,3.4,17.5,1990,8,True
1990-08-15,0.1,0.105,3.2,16.6,1990,8,True
1990-08-16,2.5,0.105,3.1,15.9,1990,8,True
1990-08-17,0.0,0.097,2.4,11.5,1990,8,True
1990-08-18,0.0,0.097,2.7,13.4,1990,8,True
1990-08-19,0.0,0.089,3.3,17.6,1990,8,True
1990-08-20,0.0,0.089,3.5,19.6,1990,8,True
1990-08-21,0.0,0.097,2.8,14.6,1990,8,True
1990-08-22,0.0,0.097,2.8,14.4,1990,8,True
1990-08-23,0.0,0.097,3.1,17.1,1990,8,True
1990-08-24,6.3,0.089,3.3,18.8,1990,8,True
1990-08-25,5.2,0.092,3.0,16.8,1990,8,True
1990-08-26,6.3,0.101,2.8,15.2,1990,8,True
1990-08-27,0.6,0.124,2.9,16.4,1990,8,True
1990-08-28,0.1,0.114,3.0,17.4,1990,8,True
1990-08-29,0.4,0.105,3.3,19.6,1990,8,True
1990-08-30,30.6,0.097,2.6,14.8,1990,8,True
1990-08-31,0.3,0.254,1.9,9.0,1990,8,True
1990-09-01,0.0,0.165,1.9,9.3,1990,9,True
1990-09-02,0.0,0.134,2.2,11.8,1990,9,True
1990-09-03,0.0,0.114,2.4,13.4,1990,9,True
1990-09-04,0.0,0.105,2.5,14.3,1990,9,True
1990-09-05,0.0,0.105,2.2,12.4,1990,9,True
1990-09-06,0.0,0.105,2.1,11.9,1990,9,True
1990-09-07,0.0,0.105,1.9,10.3,1990,9,True
1990-09-08,0.0,0.105,1.8,9.5,1990,9,True
1990-09-09,0.0,0.105,1.9,10.7,1990,9,True
1990-09-10,0.0,0.105,2.0,11.2,1990,9,True
1990-09-11,0.0,0.105,1.9,10.2,1990,9,True
1990-09-12,0.0,0.101,1.9,10.9,1990,9,True
1990-09-13,2.5,0.101,2.2,13.4,1990,9,True
1990-09-14,27.1,0.101,2.1,13.3,1990,9,True
1990-09-15,0.5,0.297,2.2,13.9,1990,9,True
1990-09-16,0.0,0.352,2.2,13.9,1990,9,True
1990-09-17,0.0,0.201,2.0,12.8,1990,9,True
1990-09-18,0.0,0.177,1.8,10.6,1990,9,True
1990-09-19,0.0,0.165,2.0,12.8,1990,9,True
1990-09-20,0.2,0.143,1.9,12.3,1990,9,True
1990-09-21,3.1,0.124,1.9,12.3,1990,9,True
1990-09-22,12.2,0.124,2.3,15.8,1990,9,True
1990-09-23,18.4,0.289,2.0,13.8,1990,9,True
1990-09-24,0.0,0.352,1.4,8.3,1990,9,True
1990-09-25,0.0,0.189,1.4,8.0,1990,9,True
1990-09-26,0.0,0.177,1.6,10.6,1990,9,True
1990-09-27,0.0,0.143,1.4,8.2,1990,9,True
1990-09-28,0.0,0.134,1.4,8.6,1990,9,True
1990-09-29,0.0,0.124,2.0,15.2,1990,9,True
1990-09-30,2.6,0.124,2.2,17.2,1990,9,True
1990-10-01,0.5,0.124,1.9,14.6,1990,10,True
1990-10-02,0.0,0.124,1.9,14.4,1990,10,True
1990-10-03,5.0,0.124,1.9,15.1,1990,10,True
1990-10-04,0.4,0.114,1.3,8.7,1990,10,True
1990-10-05,0.0,0.114,1.1,6.4,1990,10,True
1990-10-06,0.0,0.124,1.5,10.9,1990,10,True
1990-10-07,1.1,0.124,1.3,8.8,1990,10,True
1990-10-08,0.0,0.124,0.9,5.3,1990,10,True
1990-10-09,0.0,0.114,0.9,5.6,1990,10,True
1990-10-10,0.0,0.114,1.2,9.0,1990,10,True
1990-10-11,0.0,0.114,1.6,13.5,1990,10,True
1990-10-12,0.5,0.114,1.6,13.7,1990,10,True
1990-10-13,1.4,0.114,1.6,14.7,1990,10,True
1990-10-14,0.0,0.114,1.7,15.4,1990,10,True
1990-10-15,9.9,0.114,1.8,16.2,1990,10,True
1990-10-16,0.7,0.124,1.4,12.0,1990,10,True
1990-10-17,18.8,0.189,1.3,10.8,1990,10,True
1990-10-18,0.8,0.375,1.2,9.7,1990,10,True
1990-10-19,14.7,0.352,1.1,9.1,1990,10,True
1990-10-20,1.5,0.523,1.1,9.3,1990,10,True
1990-10-21,0.0,0.398,1.2,10.6,1990,10,True
1990-10-22,0.1,0.268,1.2,11.5,1990,10,True
1990-10-23,0.1,0.254,1.2,10.6,1990,10,True
1990-10-24,15.3,0.398,1.1,9.5,1990,10,True
1990-10-25,0.1,0.447,0.9,7.9,1990,10,True
1990-10-26,2.9,0.375,0.8,6.6,1990,10,True
1990-10-27,0.2,0.31,0.8,6.3,1990,10,True
1990-10-28,6.3,0.31,0.9,8.4,1990,10,True
1990-10-29,11.5,0.712,1.1,10.6,1990,10,True
1990-10-30,5.3,0.603,0.9,8.9,1990,10,True
1990-10-31,2.1,0.696,0.9,8.1,1990,10,True
1990-11-01,2.8,0.576,0.7,5.8,1990,11,True
1990-11-02,11.2,0.717,0.6,4.1,1990,11,True
1990-11-03,3.2,0.821,0.4,1.7,1990,11,True
1990-11-04,1.8,0.755,0.4,1.6,1990,11,True
1990-11-05,0.8,0.603,0.4,1.9,1990,11,True
1990-11-06,0.0,0.576,0.3,0.0,1990,11,True
1990-11-07,0.0,0.497,0.3,0.0,1990,11,True
1990-11-08,0.1,0.497,0.6,4.2,1990,11,True
1990-11-09,2.6,0.472,0.8,8.0,1990,11,True
1990-11-10,0.1,0.497,0.8,8.3,1990,11,True
1990-11-11,0.3,0.472,0.8,8.3,1990,11,True
1990-11-12,0.1,0.422,0.6,5.8,1990,11,True
1990-11-13,2.7,0.398,0.6,6.1,1990,11,True
1990-11-14,8.3,0.422,0.7,7.7,1990,11,True
1990-11-15,2.5,0.723,0.6,5.4,1990,11,True
1990-11-16,0.6,0.636,0.6,6.2,1990,11,True
1990-11-17,2.9,0.576,0.6,7.6,1990,11,True
1990-11-18,1.2,0.603,0.7,8.0,1990,11,True
1990-11-19,6.7,0.603,0.6,6.8,1990,11,True
1990-11-20,4.6,0.755,0.7,8.5,1990,11,True
1990-11-21,6.2,0.821,0.4,3.1,1990,11,True
1990-11-22,9.4,0.956,0.3,1.6,1990,11,True
1990-11-23,1.2,1.027,0.2,-0.3,1990,11,True
1990-11-24,10.8,0.989,0.4,3.0,1990,11,True
1990-11-25,4.6,1.369,0.3,1.1,1990,11,True
1990-11-26,0.2,1.337,0.3,1.4,1990,11,True
1990-11-27,0.3,1.13,0.2,0.4,1990,11,True
1990-11-28,1.0,1.027,0.2,-0.5,1990,11,True
1990-11-29,1.1,0.956,0.2,-1.2,1990,11,True
1990-11-30,0.2,0.886,0.1,-1.6,1990,11,True
1990-12-01,0.0,0.788,0.0,-4.3,1990,12,True
1990-12-02,0.0,0.723,0.1,-2.6,1990,12,True
1990-12-03,0.0,0.663,0.2,-0.3,1990,12,True
1990-12-04,0.0,0.663,0.2,-0.9,1990,12,True
1990-12-05,0.0,0.636,0.1,-2.1,1990,12,True
1990-12-06,0.0,0.603,0.0,-5.4,1990,12,True
1990-12-07,0.5,0.497,0.1,-2.8,1990,12,True
1990-12-08,36.4,0.549,0.2,0.6,1990,12,True
1990-12-09,1.4,0.636,0.1,-2.5,1990,12,True
1990-12-10,9.8,0.576,0.0,-4.4,1990,12,True
1990-12-11,7.7,0.603,0.0,-4.3,1990,12,True
1990-12-12,18.5,0.603,0.1,-1.6,1990,12,True
1990-12-13,16.8,0.603,0.1,-2.2,1990,12,True
1990-12-14,1.2,0.636,0.0,-3.4,1990,12,True
1990-12-15,1.1,0.603,0.0,-3.8,1990,12,True
1990-12-16,0.0,0.663,0.0,-5.3,1990,12,True
1990-12-17,0.0,0.576,0.0,-6.9,1990,12,True
1990-12-18,0.5,0.576,0.1,-3.6,1990,12,True
1990-12-19,0.7,0.636,0.0,-4.2,1990,12,True
1990-12-20,0.4,0.636,0.0,-5.1,1990,12,True
1990-12-21,2.8,0.636,0.1,-2.1,1990,12,True
1990-12-22,0.3,0.663,0.3,1.9,1990,12,True
1990-12-23,0.0,0.788,0.2,0.7,1990,12,True
1990-12-24,0.2,0.821,0.2,-0.6,1990,12,True
1990-12-25,1.4,0.853,0.3,2.2,1990,12,True
1990-12-26,6.9,1.06,0.3,2.7,1990,12,True
1990-12-27,1.2,1.858,0.4,3.7,1990,12,True
1990-12-28,0.8,2.098,0.3,2.1,1990,12,True
1990-12-29,0.0,2.25,0.5,8.2,1990,12,True
1990-12-30,2.4,2.967,0.5,6.4,1990,12,True
1990-12-31,4.7,3.26,0.5,6.0,1990,12,True
1991-01-01,1.7,3.706,0.2,0.8,1991,1,True
1991-01-02,3.8,3.326,0.4,4.0,1991,1,True
1991-01-03,0.0,2.967,0.4,4.4,1991,1,True
1991-01-04,0.4,2.63,0.2,0.9,1991,1,True
1991-01-05,0.0,2.304,0.3,1.5,1991,1,True
1991-01-06,0.7,2.098,0.4,5.1,1991,1,True
1991-01-07,0.5,2.25,0.5,5.5,1991,1,True
1991-01-08,0.1,2.358,0.4,4.1,1991,1,True
1991-01-09,0.0,2.0,0.5,6.6,1991,1,True
1991-01-10,0.0,1.956,0.6,8.5,1991,1,True
1991-01-11,5.6,2.054,0.5,6.2,1991,1,True
1991-01-12,2.7,2.098,0.2,0.6,1991,1,True
1991-01-13,1.7,2.0,0.2,-1.2,1991,1,True
1991-01-14,0.3,1.815,0.1,-2.9,1991,1,True
1991-01-15,0.0,1.717,0.3,0.3,1991,1,True
1991-01-16,0.0,1.63,0.3,2.0,1991,1,True
1991-01-17,0.0,1.543,0.2,0.3,1991,1,True
1991-01-18,0.7,1.413,0.2,-0.3,1991,1,True
1991-01-19,5.3,1.413,0.3,0.6,1991,1,True
1991-01-20,0.5,1.413,0.2,-0.9,1991,1,True
1991-01-21,1.8,1.293,0.2,-1.4,1991,1,True
1991-01-22,0.9,1.25,0.2,-1.6,1991,1,True
1991-01-23,0.0,1.217,0.1,-2.3,1991,1,True
1991-01-24,0.0,1.13,0.1,-3.6,1991,1,True
1991-01-25,0.0,1.06,0.1,-2.4,1991,1,True
1991-01-26,0.0,0.989,0.2,-1.3,1991,1,True
1991-01-27,0.0,0.886,0.0,-5.4,1991,1,True
1991-01-28,0.0,0.853,0.0,-6.3,1991,1,True
1991-01-29,0.0,0.821,0.1,-2.8,1991,1,True
1991-01-30,0.0,0.821,0.2,-1.6,1991,1,True
1991-01-31,0.0,0.788,0.1,-2.5,1991,1,True
1991-02-01,0.0,0.821,0.2,-1.6,1991,2,True
1991-02-02,0.0,0.755,0.3,0.4,1991,2,True
1991-02-03,0.0,0.723,0.3,-0.1,1991,2,True
1991-02-04,0.0,0.696,0.2,-1.7,1991,2,True
1991-02-05,0.0,0.696,0.0,-5.8,1991,2,True
1991-02-06,0.1,0.636,0.0,-9.4,1991,2,True
1991-02-07,2.5,0.663,0.0,-5.4,1991,2,True
1991-02-08,2.2,0.853,0.1,-4.5,1991,2,True
1991-02-09,2.2,0.723,0.4,0.6,1991,2,True
1991-02-10,3.1,0.636,0.0,-5.0,1991,2,True
1991-02-11,2.1,0.636,0.0,-5.0,1991,2,True
1991-02-12,4.6,0.603,0.0,-5.5,1991,2,True
1991-02-13,0.0,0.603,0.0,-6.2,1991,2,True
1991-02-14,0.0,0.636,0.0,-8.6,1991,2,True
1991-02-15,18.4,0.619,0.0,-5.7,1991,2,True
1991-02-16,10.3,1.337,0.5,2.6,1991,2,True
1991-02-17,3.9,1.902,0.5,1.7,1991,2,True
1991-02-18,0.4,2.152,0.6,3.0,1991,2,True
1991-02-19,0.0,2.304,0.6,3.5,1991,2,True
1991-02-20,0.0,2.271,0.5,2.1,1991,2,True
1991-02-21,0.1,1.978,0.7,3.8,1991,2,True
1991-02-22,0.0,1.793,0.5,1.7,1991,2,True
1991-02-23,0.0,1.608,0.7,3.5,1991,2,True
1991-02-24,0.0,1.522,1.0,7.8,1991,2,True
1991-02-25,0.0,1.478,0.9,6.7,1991,2,True
1991-02-26,0.0,1.445,1.0,6.9,1991,2,True
1991-02-27,2.2,1.402,0.9,5.8,1991,2,True
1991-02-28,1.0,1.522,0.7,3.2,1991,2,True
1991-03-01,0.7,1.478,0.8,4.4,1991,3,True
1991-03-02,0.9,1.445,1.0,6.1,1991,3,True
1991-03-03,0.0,1.445,0.9,4.7,1991,3,True
1991-03-04,0.0,1.402,1.1,7.6,1991,3,True
1991-03-05,0.0,1.445,1.2,8.6,1991,3,True
1991-03-06,0.0,1.522,1.3,9.7,1991,3,True
1991-03-07,0.5,1.478,1.5,11.1,1991,3,True
1991-03-08,3.2,1.522,1.2,8.2,1991,3,True
1991-03-09,0.0,1.445,0.9,4.7,1991,3,True
1991-03-10,0.5,1.358,0.9,4.9,1991,3,True
1991-03-11,0.0,1.239,1.0,5.1,1991,3,True
1991-03-12,0.0,1.206,1.1,6.4,1991,3,True
1991-03-13,0.0,1.13,1.2,7.5,1991,3,True
1991-03-14,0.0,1.054,1.3,7.7,1991,3,True
1991-03-15,0.0,1.016,1.3,8.2,1991,3,True
1991-03-16,6.4,1.016,1.4,8.6,1991,3,True
1991-03-17,6.1,1.163,1.1,5.5,1991,3,True
1991-03-18,0.8,1.282,0.9,3.7,1991,3,True
1991-03-19,9.9,1.206,1.3,7.3,1991,3,True
1991-03-20,0.5,1.793,1.6,9.8,1991,3,True
1991-03-21,27.5,1.652,1.4,8.0,1991,3,True
1991-03-22,0.4,3.228,1.0,3.8,1991,3,True
1991-03-23,7.2,2.543,1.1,4.3,1991,3,True
1991-03-24,0.0,2.38,1.1,4.9,1991,3,True
1991-03-25,0.2,2.228,1.0,3.9,1991,3,True
1991-03-26,3.5,1.934,1.3,6.0,1991,3,True
1991-03-27,4.9,1.934,1.2,4.9,1991,3,True
1991-03-28,0.0,1.934,1.0,3.4,1991,3,True
1991-03-29,0.0,1.695,0.6,0.3,1991,3,True
1991-03-30,0.0,1.565,0.6,-0.3,1991,3,True
1991-03-31,0.0,1.445,0.8,1.4,1991,3,True
1991-04-01,0.0,1.358,1.0,3.4,1991,4,True
1991-04-02,0.0,1.282,1.4,6.4,1991,4,True
1991-04-03,1.8,1.163,1.3,5.3,1991,4,True
1991-04-04,1.9,1.13,1.1,4.1,1991,4,True
1991-04-05,1.5,1.087,0.9,2.2,1991,4,True
1991-04-06,0.4,1.054,1.0,3.1,1991,4,True
1991-04-07,0.1,1.016,1.3,5.1,1991,4,True
1991-04-08,0.0,0.946,1.3,4.8,1991,4,True
