# Station code                            : K287191001
# Hydrological data producer              : DREAL Centre-Val de Loire
# Hydrological data extraction            : 2022-11-30
# Hydrological data source                : https://www.hydro.eaufrance.fr/
# Hydrometeorological model chain producer: Météo-France (SIM2: SAFRAN climatic reanalysis and ISBA land surface model)
# Hydrometeorological model chain version : 2022-12-31
# Hydrometeorological model chain source  : https://meteo.data.gouv.fr/
tsd_date;tsd_q_l;tsd_q_mm;tsd_val_s;tsd_val_q;tsd_val_m;tsd_val_c;tsd_val_i;tsd_prec;tsd_prec_solid_frac;tsd_temp;tsd_pet_ou;tsd_pet_pe;tsd_pet_pm;tsd_wind;tsd_humid;tsd_rad_dli;tsd_rad_ssi;tsd_swi_gr;tsd_swi_isba;tsd_swe_isba;tsd_temp_min;tsd_temp_max
19740213;17000;1.848;16;20;4;0;1;6;0.26;1.6;0.4;0.4;0.3;1.4;4.2;2736.2;146;0.781;1.016;5.77;0.4;3.5
19740214;16000;1.739;16;20;4;0;1;0.5;0.81;-0.6;0.3;0.2;0.1;2;3.4;2178.3;788.1;0.777;1.013;6.11;-1.1;1.2
19740215;15000;1.63;16;20;4;0;1;9;0.32;1.9;0.5;0.6;0.4;3.4;3.6;2507.7;130.9;0.786;1.011;6.08;-2.4;5.1
19740216;15000;1.63;16;20;4;0;1;8.3;0.64;0.9;0.4;0.5;0.4;1.5;4.2;2848.2;109.7;0.794;1.033;8.45;0.2;1.5
19740217;20000;2.174;16;20;4;0;1;0.9;0.07;2.2;0.5;0.3;0.3;1.2;4.5;2644.3;364;0.791;1.041;8.31;0.6;3.8
19740218;19000;2.065;16;20;4;0;1;0;0;1.7;0.5;0.3;0.2;2.8;4.2;2515.4;147.3;0.786;1.032;7.86;0.8;3.3
19740219;18000;1.956;16;20;4;0;1;3.9;0.97;-1.1;0.3;0.2;0.2;2.2;3.6;2628.8;157.9;0.789;1.023;9.05;-1.5;-1
19740220;17000;1.848;16;20;4;0;1;0.1;0;-0.7;0.3;0.3;0.2;2.5;3.8;2575.2;376.2;0.785;1.017;9.9;-1.4;0
19740221;15000;1.63;16;20;4;0;1;0.5;0.52;-0.7;0.3;0.3;0.2;2.7;3.6;2390.8;682.1;0.782;1.009;9.57;-1.1;-0.5
19740222;14000;1.522;16;20;4;0;1;5.7;0.31;0;0.4;0.2;0.2;2.1;3.7;2477.9;356.9;0.786;1.004;9.23;-1.1;1.6
19740223;13800;1.5;16;20;4;0;1;1.6;0.48;-0.2;0.4;0.7;0.4;4.1;3.6;2612.8;433.8;0.783;1.014;9.79;-1.1;1
19740224;13800;1.5;16;20;4;0;1;0.1;0.07;-0.8;0.4;1.2;0.7;4.8;3.1;2504.2;750;0.781;1.004;9.68;-1.6;0.2
19740225;13500;1.467;16;20;4;0;1;0;0;-1.8;0.3;0.7;0.4;3.4;3;2462.7;532.4;0.778;0.994;9.61;-2.2;-1.3
19740226;13000;1.413;16;20;4;0;1;0.2;0.28;-3;0.2;0.6;0.4;2.6;2.7;2426.5;674.9;0.773;0.985;9.59;-3.6;-2.6
19740227;13000;1.413;16;20;4;0;1;2.2;0.97;-3.6;0.1;0.3;0.2;1.3;2.8;2568.6;185.3;0.773;0.977;11.25;-5.9;-2.2
19740228;12800;1.391;16;20;4;0;1;0.4;0.6;-3.5;0.1;0;0;1.4;2.3;2055.1;1258.2;0.773;0.972;11.03;-6.3;-0.5
19740301;12600;1.369;16;20;4;0;1;6.2;0.99;-1.8;0.3;0.4;0.2;3.9;3;2448.5;187.2;0.778;0.969;13.61;-5.9;1.2
19740302;12000;1.304;16;20;4;0;0;0;0;0;0.4;0;0;1.3;3;2278.8;1040.6;0.773;0.97;12.71;-1.9;3.8
19740303;12000;1.304;16;20;4;0;0;9.3;1;-2.8;0.2;0.1;0.1;2.2;3;2436.2;222.7;0.784;0.967;15.13;-3.4;-2.1
19740304;12000;1.304;16;20;4;0;0;4.7;1;-2.7;0.2;0.5;0.4;2.4;3.1;2710.8;180.3;0.785;0.961;23.78;-3.5;-2.2
19740305;12000;1.304;16;20;4;0;0;0.6;0.76;-3;0.2;0;0;1.5;2.8;2201.7;807.4;0.783;0.959;24.7;-5.1;-0.2
19740306;12000;1.304;16;20;4;0;0;0.4;0.52;-2.6;0.2;0.1;0.1;2.8;2.7;2160.5;1219;0.782;0.959;23.55;-5.9;0.5
19740307;11500;1.25;16;20;4;0;1;0;0;-1.3;0.3;0.1;0.1;1.9;3.1;2354.4;878.7;0.776;0.959;21.31;-2.7;0.8
19740308;11200;1.217;16;20;4;0;1;0;0;-0.2;0.4;0;0;1.4;3.1;2034.8;1039.8;0.773;0.958;18.69;-2.6;2.7
19740309;11300;1.228;16;20;4;0;1;0;0;3.8;0.8;1.1;0.7;4.7;3.7;2453.9;821.1;0.766;0.956;15.88;-0.9;6.5
19740310;11300;1.228;16;20;4;0;1;0;0;4.6;0.9;0.7;0.5;3.1;4.1;2547.7;637.1;0.762;0.954;13.85;3.5;7.5
19740311;11300;1.228;16;20;4;0;1;0.5;0.1;3.6;0.8;0.5;0.4;2.3;4.1;2475;713.5;0.757;0.951;12.58;-0.1;7.9
19740312;11300;1.228;16;20;4;0;1;1.2;0.03;4.8;1;0.7;0.6;2.9;4.2;2598.8;350.2;0.754;0.95;11.69;2;8
19740313;11100;1.206;16;20;4;0;1;4.6;0.1;4.1;0.9;0.5;0.4;1.8;4.9;2829.8;151.7;0.758;0.959;10.99;3.7;5.1
19740314;12300;1.337;16;20;4;0;1;2.4;0.38;1.9;0.7;0.8;0.5;2.7;4.1;2759.2;741.6;0.759;0.967;9.88;0.4;3.9
19740315;15000;1.63;16;20;4;0;1;16.5;0;2.4;0.7;0.3;0.2;2;4;2459.3;991.9;0.78;0.979;9.17;-2.6;6.2
19740316;33000;3.586;16;20;4;0;1;16.4;0;7.1;1.2;1.2;0.8;3.3;6;3045.4;241.6;0.795;1.049;8.03;4.3;9
19740317;70000;7.608;16;20;4;0;1;0.8;0;9.2;1.5;1.6;1.2;3.1;6.2;2907.8;602.5;0.79;1.071;6.94;7.8;12.3
19740318;58000;6.303;16;20;4;0;1;0.3;0;9.6;1.5;2.1;1.4;4.3;5.3;2755.3;520.2;0.783;1.06;6.52;6.2;14.9
19740319;50000;5.434;16;20;4;0;1;0.2;0;6.8;1.3;1;0.8;2.7;5.8;2958.7;264.6;0.777;1.048;6.17;6;8.9
19740320;43000;4.673;16;20;4;0;1;4;0;10.1;1.6;1.8;1.4;2.7;6.5;2920.9;768.1;0.777;1.039;5.48;7;13.8
19740321;43000;4.673;16;20;4;0;1;0.5;0;9.2;1.5;0.9;0.7;1.9;6.7;2897;435;0.771;1.037;4.88;6.2;11.1
19740322;40000;4.347;16;20;4;0;1;0.8;0.03;8.5;1.5;0.5;0.4;2.2;5.9;2819.6;126.3;0.765;1.026;4.7;7.1;11.5
19740323;39000;4.238;16;20;4;0;0;0;0;6.3;1.2;1.9;1.4;2.8;4.7;2611.2;1002.8;0.757;1.011;4.47;2.6;11.2
19740324;37000;4.021;16;20;4;0;0;0.2;0;7.6;1.4;1.7;1.4;1.8;4.9;2489.2;1170.7;0.752;0.995;4.18;3.3;13.5
19740325;35000;3.804;16;20;4;0;0;5.3;0;7.4;1.4;1.4;1.1;2.2;4.9;2456.8;1014.1;0.755;0.982;3.96;3.2;12.6
19740326;33000;3.586;16;20;4;0;0;1.3;0;6.3;1.3;0.4;0.4;0.9;5.9;2859.1;163.4;0.752;0.992;3.74;3.5;8.3
19740327;31000;3.369;16;20;4;0;0;4.2;0;7.6;1.4;1.4;1.3;0.7;5.9;2623.9;1137.5;0.754;0.995;3.37;5;12.6
19740328;30000;3.26;16;20;4;0;1;2.5;0;7.7;1.5;1.6;1.5;1.1;5.7;2459.7;1452.3;0.752;0.985;2.96;3.8;12.5
19740329;31000;3.369;16;20;4;0;1;0;0;7.5;1.5;1.2;1;2.1;6;2868;555.7;0.747;0.981;2.65;3.7;11.4
19740330;30000;3.26;16;20;4;0;1;0.3;0;5.7;1.3;1.1;0.8;2.6;5.6;2955.4;307.3;0.739;0.97;2.53;4.1;6.5
19740331;32000;3.478;16;20;4;0;1;0.1;0;6.8;1.4;1.1;0.8;2.1;6.1;2883.2;498.3;0.734;0.96;2.33;5.9;7.4
19740401;30000;3.26;16;20;4;0;1;0.2;0;8.9;1.7;2.3;2.1;0.9;6.3;2591.6;1703.8;0.728;0.949;1.66;6.1;12.4
19740402;34000;3.695;16;20;10;0;1;0.1;0;9.4;1.7;1.9;1.4;3.2;5.6;2795;683.3;0.718;0.936;0.86;6.6;12.3
19740403;32200;3.499;16;20;10;0;1;4.1;0;8.2;1.6;2;1.3;4.6;5.4;2924.2;308.7;0.722;0.928;0.5;7.1;10.1
19740404;33500;3.641;16;20;10;0;1;1.2;0;6.8;1.5;0.7;0.7;1;6.1;3020.4;157.9;0.718;0.932;0.39;5.2;8.5
19740405;31700;3.445;16;20;10;0;1;0.7;0.02;7.4;1.6;1.5;1.3;1.4;5.7;2617.5;1075.8;0.713;0.926;0.29;4.7;11.1
19740406;30400;3.304;16;20;10;0;1;3.3;0.01;6.1;1.4;1.3;1.2;1;5.2;2665.9;917.8;0.715;0.919;0.18;2.6;10.4
19740407;30800;3.347;16;20;10;0;1;2.7;0;6.8;1.5;1.8;1.6;0.9;5.7;2570.7;1391.8;0.713;0.927;0.03;3.1;13
19740408;29500;3.206;16;20;10;0;1;0;0;8.9;1.8;3;2.5;1.8;4.9;2306.2;2097.4;0.705;0.912;0;3.1;15.6
19740409;27500;2.989;16;20;10;0;1;0;0;8.2;1.7;3.2;2.3;3;3.7;2186.9;1753.1;0.701;0.895;0;2;13.6
19740410;26300;2.858;16;20;10;0;1;0;0;9.6;1.9;2.8;2.5;1.4;4.6;2388.9;1940.5;0.692;0.879;0;4.6;15.5
19740411;25500;2.771;16;20;10;0;1;4.8;0;7.5;1.6;0.7;0.7;1.4;5.9;2974.2;188.7;0.693;0.873;0;6.1;9
19740412;26700;2.902;16;20;10;0;1;6.4;0;7;1.6;1.2;1;1.5;6.2;3073.5;369.8;0.702;0.889;0;5.7;9.1
19740413;29500;3.206;16;20;10;0;1;4.9;0;7.4;1.7;1.3;1.2;0.8;6.3;3016.1;547.6;0.707;0.904;0;5.2;10.4
19740414;29500;3.206;16;20;10;0;1;0.4;0;7;1.6;2.6;2;2.8;5.1;2469;1591.6;0.699;0.904;0;4.6;10.8
19740415;27100;2.945;16;20;10;0;1;0.2;0.03;4.6;1.3;4.6;2.9;4.5;2.9;2094.5;2353.5;0.695;0.888;0;-0.4;9.5
19740416;23900;2.597;16;20;10;0;1;0.1;0.04;3.4;1.1;3.9;2.2;5.5;3.5;2298.9;1924.2;0.69;0.873;0;1.1;7.3
19740417;23200;2.521;16;20;10;0;1;0;0;2.1;1;3.7;2.2;5;2.8;2139.2;1890.6;0.685;0.859;0;-1.3;5.3
19740418;22800;2.478;16;20;10;0;1;0;0;1.7;0.9;2.5;1.7;3.5;3;2104;1650.3;0.681;0.848;0;-0.8;5.1
19740419;22000;2.391;16;20;10;0;1;0;0;2.8;1.1;2.8;2.3;1.6;2.9;1894.2;2507.6;0.677;0.837;0;-4.4;8.3
19740420;21300;2.315;16;20;10;0;1;0;0;6.2;1.6;2.8;2.5;1.1;3.5;2089;2382.3;0.67;0.823;0;-0.1;13.3
19740421;20900;2.271;16;20;10;0;1;0;0;6.2;1.6;3.4;2.7;2.4;3.9;2111.1;2415.9;0.663;0.808;0;0;12.8
19740422;19500;2.119;16;20;10;0;1;0;0;4.5;1.4;3.1;2.5;2.1;4.1;2180.1;2390.7;0.658;0.795;0;-2.5;8.7
19740423;19900;2.163;16;20;10;0;1;0;0;6.9;1.7;3.2;2.6;1.7;4.1;2297.4;2195.5;0.65;0.782;0;0.8;13
19740424;19900;2.163;16;20;10;0;1;0.5;0.78;2.8;1.1;1.7;1.3;2.5;4.1;2669;962.5;0.648;0.774;0.01;2;4
19740425;19500;2.119;16;20;10;0;1;1.7;0.45;0.9;0.9;0.9;0.6;3;3.7;2588.9;1015.7;0.648;0.774;0.21;-0.8;4
19740426;19500;2.119;16;20;10;0;1;3.2;0.18;2;1;1.4;1.2;1.3;3.8;2239.4;1739.2;0.652;0.77;0.06;-2;6.1
19740427;19900;2.163;16;20;10;0;1;0.9;0.18;3.6;1.3;1;0.9;1.4;4.5;2717.7;683.5;0.649;0.776;0.07;1;6.2
19740428;20200;2.195;16;20;10;0;1;11.4;0.22;4.1;1.4;0.7;0.6;1.6;4.4;2644.4;691.9;0.668;0.779;0.16;0.6;7.5
19740429;24700;2.684;16;20;10;0;1;11.8;0.33;2;1.1;0.7;0.6;1.8;4.5;2925.6;231.3;0.688;0.83;1.18;1.2;2.3
19740430;39000;4.238;16;20;10;0;1;1.6;0.15;3.2;1.2;0.9;0.7;2.7;4.4;2810.4;485.3;0.685;0.853;1.43;0.8;5.4
19740501;32200;3.499;16;20;10;0;1;3.3;0.21;4.3;1.4;2.2;1.7;2.1;4.5;2717.3;1481.1;0.686;0.852;0.68;1.9;7.7
19740502;29900;3.25;16;20;10;0;1;6.2;0.03;5.2;1.5;2.3;2;1.4;4.2;2748.2;1417.1;0.694;0.857;0.2;0.4;8.5
19740503;40900;4.445;16;20;10;0;1;24.7;0.08;4.4;1.4;0.9;0.8;1.9;5;3000.6;232.7;0.733;0.924;0.19;3.5;5.6
19740504;69500;7.553;16;20;10;0;1;7.4;0.03;4.6;1.5;1.9;1.7;1.3;4.9;2786.3;1187.4;0.74;0.967;0.09;1.3;7.7
19740505;56000;6.086;16;20;10;0;1;5.4;0.01;6;1.7;2.2;1.7;2.2;5.5;2809.7;1268.3;0.742;0.983;0.03;3.8;8.6
19740506;55000;5.977;16;20;10;0;1;1.7;0.19;3.8;1.4;1.1;0.8;3.1;4.8;2885.7;345.6;0.739;0.991;0.01;3.1;4.7
19740507;49500;5.38;16;20;10;0;1;2.2;0.42;1.2;1;1;0.7;3.1;3.9;2546.8;1237.9;0.739;0.986;0.13;0.4;2.2
19740508;45600;4.956;16;20;10;0;1;0.3;0.07;2.5;1.2;1.7;1.4;1.8;4;2554.8;1217.7;0.735;0.976;0.02;-0.2;4.6
19740509;42000;4.565;16;20;10;0;1;2.8;0;7.7;2;3;2.5;1.9;4.5;2297.3;2097;0.732;0.966;0;0.2;12.3
19740510;39000;4.238;16;20;10;0;1;14.3;0.01;8.7;2.2;1.7;1.2;3.4;6.2;3021.4;406.2;0.748;0.975;0;8.5;9.8
19740511;50000;5.434;16;20;10;0;1;0.2;0;7.8;2;2.4;2;1.6;5.5;2747.2;1324;0.742;0.993;0;4.4;11.4
19740512;44000;4.782;16;20;10;0;1;1.5;0;11.1;2.6;3.7;3;2.1;5.4;2550.4;2056;0.734;0.973;0;3.7;18.6
19740513;39000;4.238;16;20;10;0;1;2.4;0;13.8;3;3.2;2.4;3.5;7;3032.6;931.2;0.731;0.959;0;9.6;19.8
19740514;36500;3.967;16;20;10;0;1;0;0;10.9;2.6;3.6;3;1.8;6.6;2668.2;2115.7;0.72;0.945;0;8.2;15.5
19740515;34000;3.695;16;20;10;0;1;0;0;10.6;2.5;4.4;3.8;1.6;5.3;2369.8;2813.5;0.71;0.921;0;4.9;15.1
19740516;32200;3.499;16;20;10;0;1;11.4;0;13.6;3;2.3;2;1.6;7.3;2960.7;1085.6;0.722;0.913;0;7.9;20
19740517;38500;4.184;16;20;10;0;1;0.1;0;10.9;2.6;2.4;2;1.9;7.8;3095.9;1030.9;0.711;0.934;0;9.4;12.3
19740518;34000;3.695;16;20;10;0;1;0;0;14.3;3.2;4.2;3.8;1.2;8.5;2655.1;2578.9;0.698;0.915;0;9.7;19.5
19740519;29500;3.206;16;20;10;0;1;0.1;0;15.3;3.4;4.4;3.9;1.2;8.4;2675.9;2595.1;0.687;0.891;0;10.6;20.6
19740520;28300;3.076;16;20;10;0;1;0;0;15.2;3.3;4.2;3.6;1.7;8.2;2596.5;2502.3;0.674;0.867;0;10;20.8
19740521;26300;2.858;16;20;10;0;1;0;0;14.6;3.2;4.9;4.2;1.9;7.7;2546.1;2859.8;0.661;0.844;0;8.6;19.6
19740522;25100;2.728;16;20;10;0;1;0;0;11.9;2.8;4.6;3.4;3.5;7;2476.3;2569.8;0.65;0.822;0;8.3;16.7
19740523;24300;2.641;16;20;10;0;1;7.2;0.05;6.8;2;3.6;2.5;3.7;5;2749.2;1820.4;0.66;0.812;0.02;5.6;7.9
19740524;26700;2.902;16;20;10;0;1;2.9;0.03;4.9;1.6;2.1;1.8;1.5;5.1;2881.1;1182.5;0.661;0.826;0.02;3;7.3
19740525;26300;2.858;16;20;10;0;1;0;0;7.7;2.1;3.6;3;1.8;5.7;2506.5;2386;0.652;0.819;0;2.7;11.8
19740526;23900;2.597;16;20;10;0;1;0.4;0;11.3;2.7;3.4;2.8;2.1;6;2645.6;1812.5;0.645;0.805;0;6;16.3
19740527;24300;2.641;16;20;10;0;1;6;0;11.6;2.8;2.3;2;1.4;7;2881.5;1215.9;0.65;0.798;0;7.1;16.6
19740528;24700;2.684;16;20;10;0;1;0.2;0;9.7;2.5;3.7;3.2;1.5;6.5;2596.6;2344.2;0.643;0.801;0;6.3;13.3
19740529;23600;2.565;16;20;10;0;1;0.1;0;10.3;2.6;1.3;1.2;0.7;6.7;2732.1;952;0.633;0.792;0;5.6;14.6
19740530;22800;2.478;16;20;10;0;1;15.6;0;13.7;3.2;4.4;3.3;3.4;8.4;3045.2;1830.1;0.659;0.791;0;7.8;20.6
19740531;28300;3.076;16;20;10;0;1;1.1;0;12.5;3;2.9;2.2;3.2;7.9;3130.1;1033.6;0.65;0.827;0;11.8;14.5
19740601;25900;2.815;16;20;10;0;1;0;0;9.9;2.6;3.8;3.1;2.2;6.7;2681.5;2219;0.641;0.816;0;7.9;13
19740602;26300;2.858;16;20;10;0;1;0;0;11.8;2.9;5.2;4.4;1.7;6.7;2501.1;3117.1;0.631;0.797;0;4.9;17.4
19740603;19500;2.119;16;20;4;0;1;0;0;16.4;3.7;5.5;5.1;1.1;8.4;2734.8;3089.5;0.62;0.773;0;9.4;23.3
19740604;19100;2.076;16;20;10;0;1;4.4;0;16.8;3.8;2.7;2.5;1;9.8;2854.3;1695.8;0.618;0.77;0;11.8;21.7
19740605;19500;2.119;16;20;10;0;1;11.6;0;15.4;3.5;1.9;1.7;1.6;9.8;3253.9;688.7;0.634;0.779;0;14.1;18.7
19740606;26700;2.902;16;20;10;0;1;0;0;11;2.8;4.2;3.2;2.9;6.8;2673.3;2235.3;0.624;0.794;0;8.8;13.2
19740607;23600;2.565;16;20;10;0;1;0;0;9.3;2.5;4.2;3.3;2.6;5.9;2423.2;2626.1;0.616;0.778;0;6.2;12.5
19740608;20200;2.195;16;20;10;0;1;0.2;0;12.1;2.9;4.9;4.1;2;5.9;2496.7;2790.7;0.607;0.76;0;5.4;18.5
19740609;18400;2;16;20;10;0;1;3.6;0.01;8.5;2.3;2.4;1.9;2.2;5.9;2880.1;1136.2;0.609;0.75;0;5.2;11.7
19740610;16400;1.782;16;20;4;0;1;7.5;0.03;5.9;1.9;2.2;1.6;3.1;5.4;2966.6;938.8;0.619;0.76;0.01;3.8;7.1
19740611;14700;1.598;16;20;4;0;1;0;0;7.5;2.2;3;2.4;2.4;5.8;2758.1;1659.8;0.612;0.764;0;4.1;10.9
19740612;13100;1.424;16;20;4;0;1;0.2;0;9.8;2.6;3.7;2.6;3.7;6.6;2789.9;1756;0.605;0.753;0;5.9;12.5
19740613;11600;1.261;16;20;4;0;1;0;0;9.8;2.6;4.5;3.3;3.3;5.6;2510.6;2361.5;0.595;0.739;0;6.2;12.6
19740614;10200;1.109;16;20;4;0;1;0;0;10.9;2.8;3.8;3.4;1.3;6.7;2878.2;2046;0.586;0.725;0;7.5;14.5
19740615;8900;0.967;16;20;4;0;1;0;0;13.5;3.2;4.1;3.7;1.1;8.3;2947.8;2159.7;0.576;0.711;0;8.3;19.2
19740616;7750;0.842;16;20;4;0;1;0.2;0;16;3.7;4.8;4.4;1;8.6;2761.4;2742;0.564;0.692;0;10.4;21.9
19740617;7300;0.793;16;20;4;0;1;3.3;0;14;3.3;4.1;3.4;2;8.7;2993.4;2016.6;0.564;0.681;0;11.7;17.5
19740618;6850;0.744;16;20;4;0;1;0;0;10.7;2.7;4.7;3.9;2.1;6.4;2684;2636.2;0.556;0.672;0;6.7;13.9
19740619;6400;0.696;16;20;4;0;1;0;0;11.9;2.9;4.7;4.1;1.7;6.5;2437.7;2961.6;0.546;0.655;0;6.8;16.6
19740620;6050;0.658;16;20;4;0;1;0;0;14.1;3.3;5.1;4.3;1.8;7.3;2552.7;2937.7;0.536;0.637;0;7.9;19.5
19740621;5650;0.614;16;20;4;0;1;0;0;16.2;3.7;5.2;4.9;0.9;8.4;2760.7;2968.1;0.526;0.617;0;10;22.3
19740622;5300;0.576;16;20;4;0;1;2.6;0;17.6;4;5.3;4.4;2.5;8.2;3044.2;2137.1;0.523;0.599;0;12.4;23.4
19740623;4600;0.5;16;20;4;0;1;6.7;0;12.9;3.1;1.2;1;1.4;8.7;3209.8;347.2;0.53;0.621;0;11.2;14.9
19740624;4300;0.467;16;20;4;0;1;0;0;14;3.3;3.9;3.5;1.2;7.4;2589.1;2454.7;0.52;0.614;0;8.7;19.4
19740625;3700;0.402;16;20;10;0;1;0.1;0;15.3;3.5;1.9;1.5;2.9;8.2;3002.3;604.5;0.511;0.606;0;11.1;18.7
19740626;3250;0.353;16;20;10;0;1;14.5;0;14.6;3.4;4.8;3.4;4.8;8;3129.6;1510.1;0.54;0.608;0;13.3;18.8
19740627;4600;0.5;16;20;10;0;1;3.2;0;12.7;3.1;4.1;3.1;3.1;7.5;3030;1689.9;0.54;0.638;0;9.7;15.4
19740628;4750;0.516;16;20;10;0;1;10.6;0;14.2;3.4;2.5;2;3.1;9.1;3298.7;730.7;0.558;0.657;0;11.5;18.2
19740629;6600;0.717;16;20;10;0;1;2.1;0;13.2;3.2;4.1;3.1;3;8.5;3089.8;1752;0.552;0.675;0;11.7;15.7
19740630;7100;0.772;16;20;10;0;1;0;0;14.1;3.3;4.1;3.3;2.6;8.5;2986;1909;0.542;0.661;0;10;17.9
19740701;4730;0.514;16;20;10;0;1;0.8;0;15.7;3.6;4.9;3.9;2.9;9.5;3085.1;2136.7;0.533;0.644;0;11.6;20.6
19740702;4040;0.439;16;20;10;0;1;2.4;0;17.3;3.9;5;4.5;1.1;9.3;2870.3;2681;0.53;0.631;0;12.3;22.2
19740703;3550;0.386;16;20;10;0;1;0;0;14.5;3.4;5.4;4.1;3.6;8;2862;2423;0.52;0.617;0;13.5;18.4
19740704;3100;0.337;16;20;10;0;1;0;0;12.2;3;4.8;4;2.2;6.8;2571.6;2769.9;0.511;0.601;0;7.3;16.7
19740705;2810;0.305;16;20;10;0;1;0.1;0;16.3;3.7;4.8;4.4;1;8.7;2827.9;2664.9;0.501;0.583;0;8.6;22.3
19740706;2540;0.276;16;20;10;0;1;0;0;15.2;3.5;4.2;3.4;2.6;9.2;2802.7;2186.8;0.492;0.57;0;12.7;19.3
19740707;2160;0.235;16;20;10;0;1;0;0;13.5;3.2;4.9;3.8;2.9;7.5;2844.4;2306.9;0.485;0.557;0;10.1;17.2
19740708;2040;0.222;16;20;10;0;1;0;0;16.1;3.6;5.6;4.8;1.9;7.5;2658.9;2926.6;0.475;0.54;0;8.9;22
19740709;2040;0.222;16;20;10;0;1;0;0;18.6;4.1;6.1;5.1;2.8;8.8;2778.3;2826.4;0.464;0.521;0;13;25.7
19740710;1930;0.21;16;20;10;0;1;0;0;16.1;3.6;6;4.7;3.3;7.9;2758.2;2721.9;0.455;0.506;0;11.3;19.7
19740711;1700;0.185;16;20;10;0;1;0;0;19.4;4.2;5.4;5.1;1;9.6;2865.5;2933.9;0.444;0.491;0;11.6;26.4
19740712;1600;0.174;16;20;10;0;1;0.6;0;22.7;4.7;5.5;4.9;1.6;9.9;2940.9;2652.2;0.432;0.475;0;15.6;29.5
19740713;1700;0.185;16;20;10;0;1;30.6;0;17.1;3.8;1.8;1.4;3.3;11;3396.3;330.6;0.509;0.517;0;15.5;18.2
19740714;4920;0.535;16;20;10;0;1;1.1;0;12.8;3;3;2.6;1.6;8.4;3080.1;1417.8;0.502;0.59;0;11.1;14.5
19740715;4920;0.535;16;20;10;0;1;0.7;0;14.6;3.3;3.7;3.1;2.2;8.2;2847;1860.6;0.493;0.578;0;9.3;19.5
19740716;3550;0.386;16;20;10;0;1;1.4;0;14.5;3.3;2.4;1.8;3.5;8.3;3031;775.3;0.49;0.57;0;11.8;18.7
19740717;3100;0.337;16;20;10;0;1;5.3;0;12.1;2.9;3;2.5;2;7.5;3096.5;1253.5;0.494;0.569;0;9;15.6
19740718;3550;0.386;16;20;10;0;1;4.1;0;10;2.5;2.8;2.2;2.5;6.9;3038;1190.6;0.499;0.585;0;8.7;11.2
19740719;3550;0.386;16;20;10;0;1;0.5;0;9.2;2.4;3.9;2.9;3.3;6.2;2566.9;2215.8;0.494;0.578;0;7.3;11.5
19740720;3250;0.353;16;20;10;0;1;2.6;0;10.5;2.6;3;2.2;3.1;6.9;2926.3;1308.2;0.494;0.571;0;7.5;13.2
19740721;2410;0.262;16;20;10;0;1;0.4;0;14;3.2;3.7;3;2.4;9.2;3072.8;1707.6;0.485;0.57;0;11.2;16.5
19740722;2250;0.245;16;20;10;0;1;0;0;14.4;3.2;4.5;3.8;1.9;7.9;2592.1;2617.7;0.477;0.556;0;9;18.8
19740723;2050;0.223;16;20;10;0;1;0;0;16.5;3.6;4.3;3.7;1.8;8.5;2772.5;2293.2;0.467;0.539;0;10.3;22.9
19740724;1900;0.206;16;20;10;0;1;0.4;0;15.5;3.4;4.5;3.3;3.8;8.6;3000.8;1747.1;0.46;0.525;0;10.6;20.1
19740725;1800;0.196;16;20;10;0;1;0;0;13.1;3;5.1;4.1;2.6;7.3;2766.7;2576.3;0.451;0.512;0;10.3;15.8
19740726;1700;0.185;16;20;10;0;1;0;0;14.6;3.2;5.4;4.9;1;7.1;2620.4;3138.1;0.443;0.497;0;7.4;21.5
19740727;1550;0.168;16;20;10;0;1;0;0;17.5;3.7;5.5;4.9;1.6;8.1;2779.7;2851.9;0.434;0.481;0;11.6;23.2
19740728;1550;0.168;16;20;10;0;1;0;0;18.4;3.8;5.1;4.7;1;9.1;2819;2786.6;0.425;0.466;0;12.2;24.7
19740729;2000;0.217;16;20;10;0;1;0;0;20.9;4.2;5.2;4.9;0.8;9.4;2944.9;2769.7;0.414;0.451;0;13.1;28
19740730;1700;0.185;16;20;10;0;1;13.6;0;18.8;3.9;1.6;1.5;1.4;11.1;3154.8;793.5;0.443;0.465;0;16.2;20.7
19740731;2300;0.25;16;20;10;0;1;1.5;0;17.1;3.5;2.8;2.5;1.4;11.1;3327.2;1140.1;0.437;0.493;0;13.3;21.7
19740801;2100;0.228;16;20;10;0;1;0;0;17.6;3.6;4.5;4.1;1.2;11.3;2996.6;2392.3;0.428;0.484;0;12.6;21.7
19740802;2000;0.217;16;20;10;0;1;0.2;0;20.1;4;4.4;4.1;0.9;11.2;3021.2;2310.1;0.419;0.47;0;15.1;25.9
19740803;1450;0.158;16;20;10;0;1;2;0;21.9;4.3;6.6;5.6;2.8;9.1;2997.2;2610.3;0.413;0.453;0;15.8;29
19740804;1500;0.163;16;20;10;0;1;3.5;0;17;3.5;3.5;2.8;2.9;10.5;3279.7;1241.4;0.415;0.451;0;15.4;18.9
19740805;1500;0.163;16;20;10;0;1;0;0;13.9;3;4.5;3.8;2;7.4;2634.4;2521.5;0.407;0.445;0;9;19.3
19740806;1220;0.133;16;20;10;0;1;0;0;15.5;3.2;5.2;4.7;1.3;7.8;2714.1;2895.2;0.401;0.432;0;8.4;20.8
