# Station code                            : K287191001
# Hydrological data producer              : DREAL Centre-Val de Loire
# Hydrological data extraction            : 2022-11-30
# Hydrological data source                : https://www.hydro.eaufrance.fr/
# Hydrometeorological model chain producer: Météo-France (SIM2: SAFRAN climatic reanalysis and ISBA land surface model)
# Hydrometeorological model chain version : 2022-12-31
# Hydrometeorological model chain source  : https://meteo.data.gouv.fr/
tsd_date;tsd_q_l;tsd_q_mm;tsd_val_s;tsd_val_q;tsd_val_m;tsd_val_c;tsd_val_i;tsd_prec;tsd_prec_solid_frac;tsd_temp;tsd_pet_ou;tsd_pet_pe;tsd_pet_pm;tsd_wind;tsd_humid;tsd_rad_dli;tsd_rad_ssi;tsd_swi_gr;tsd_swi_isba;tsd_swe_isba;tsd_temp_min;tsd_temp_max
19700101;9550;1.038;16;20;10;0;1;1;0.8;-5.5;0;0.1;0.1;1.2;2.6;2412.5;149.4;0.749;0.928;29.64;-6;-4.9
19700102;8350;0.907;16;20;10;0;1;0;0;-7.1;0;0;0;1.4;2;2162.3;256.8;0.747;0.925;30.43;-7.7;-4.6
19700103;6800;0.739;16;20;10;0;1;1;0.74;-6;0;0;0;1.6;2;1908.2;746.3;0.746;0.923;30.6;-10.8;1.8
19700104;7650;0.831;16;20;10;0;1;6.5;0;4;0.4;0.6;0.4;3;4.6;2797.2;82;0.752;0.927;28.51;-3.6;8.5
19700105;16700;1.815;16;20;10;0;1;3.4;0.33;1.1;0.3;0.4;0.3;2.9;4.2;2761.9;104.6;0.754;0.944;24.59;-3.5;5.9
19700106;21400;2.326;16;20;10;0;1;0;0;-5.9;0;0.1;0.1;1.9;2.2;1872;666.1;0.751;0.943;24.7;-7.4;-2.8
19700107;13900;1.511;16;20;10;0;1;0;0;-6.6;0;0;0;1.4;2;1921.6;415.3;0.75;0.941;24.73;-8.5;-0.7
19700108;11600;1.261;16;20;10;0;1;0;0;2.7;0.3;1.1;0.6;5;3.8;2614.6;81.5;0.748;0.939;24.23;-6.4;7.5
19700109;15000;1.63;16;20;10;0;1;0;0;7.6;0.6;2.1;1.2;6.2;5.1;2850.5;144.6;0.742;0.938;21.53;5.8;8.5
19700110;21400;2.326;16;20;10;0;1;0;0;8.7;0.6;2.1;1.3;5.5;5.5;2911.7;353.2;0.738;0.94;16.29;7;10.9
19700111;25900;2.815;16;20;10;0;1;14.4;0.02;5.6;0.5;1.1;0.7;4.8;5;2815.5;173.4;0.758;0.957;13.08;2.6;7.7
19700112;32700;3.554;16;20;10;0;1;0;0;4;0.4;0.3;0.2;3;4.5;2525.2;296.6;0.755;0.982;10.84;2.4;6.4
19700113;33100;3.597;16;20;10;0;1;0;0;2.8;0.4;0.1;0.1;2.1;4.1;2416.3;280.2;0.749;0.98;10.18;-0.3;5.3
19700114;27300;2.967;16;20;10;0;1;0.9;0;6.4;0.5;0.9;0.6;3.8;4.9;2624.4;251;0.748;0.979;9.09;3.9;8.7
19700115;24000;2.608;16;20;10;0;1;2.8;0.21;5.1;0.5;0.6;0.5;1.7;5.1;2836.4;207.8;0.748;0.984;7.56;4.6;6
19700116;22500;2.445;16;20;10;0;1;0.3;0.2;1.5;0.3;0.4;0.3;1.6;3.9;2616.6;354.3;0.748;0.987;7.3;0.4;3.6
19700117;20400;2.217;16;20;10;0;1;0;0;-0.7;0.2;0.3;0.2;1.1;3.3;2409.5;285.3;0.745;0.984;7.19;-1.6;1.5
19700118;18000;1.956;16;20;10;0;1;3.3;0.17;0.6;0.3;0.5;0.4;1.2;3.6;2674.5;220.9;0.747;0.983;7.19;-2.1;2.8
19700119;17700;1.924;16;20;10;0;1;0;0;3.5;0.4;0.2;0.2;0.9;4;2322.1;580;0.743;0.986;7.1;1.3;6.3
19700120;17700;1.924;16;20;10;0;1;4;0.05;1.5;0.3;0;0;1.2;3.7;2274.1;209.9;0.746;0.984;7.04;-1.9;3.6
19700121;16700;1.815;16;20;10;0;1;1.9;0.37;3;0.4;0.3;0.3;1.1;4.8;2745.7;240.4;0.747;0.994;7.15;1.6;4.7
19700122;17300;1.88;16;20;10;0;1;0.7;0.52;1.5;0.3;0.1;0.1;0.9;4.2;2507.7;257.1;0.744;0.995;7.25;0.6;2.8
19700123;17000;1.848;16;20;10;0;1;0.1;0;2.9;0.4;0.2;0.2;2.1;3.8;2408.5;217.4;0.741;0.991;7.22;-0.5;5.2
19700124;15300;1.663;16;20;10;0;1;0.2;0.03;4;0.5;0.6;0.4;2.1;4.2;2656.3;215;0.737;0.986;7.27;2.1;5.5
19700125;14400;1.565;16;20;10;0;1;0.3;0;5.1;0.5;0.4;0.3;2.5;4.6;2584.4;186.7;0.734;0.981;7.26;1.9;7
19700126;13100;1.424;16;20;10;0;1;3.1;0.01;7.2;0.6;1.1;0.8;3.4;5.5;2964.5;96.1;0.737;0.981;6.63;6.2;7.9
19700127;13400;1.456;16;20;10;0;1;0;0;4;0.5;0.3;0.2;1;4.9;2774.6;88.8;0.733;0.984;5.78;3.3;5.3
19700128;13400;1.456;16;20;10;0;1;0;0;1.9;0.4;0.2;0.2;0.8;4.1;2263.6;674.7;0.728;0.979;5.43;1.2;4.6
19700129;12400;1.348;16;20;10;0;1;2.6;0.07;3;0.4;0.5;0.4;1.5;4.1;2554.6;422.2;0.731;0.975;5.28;-1.6;5.6
19700130;12400;1.348;16;20;10;0;1;19.2;0.3;5.1;0.6;0.9;0.6;3.1;4.8;2814.6;344.4;0.757;0.992;5.76;4.4;6.5
19700131;24300;2.641;16;20;10;0;1;0;0;-1.2;0.2;0.5;0.3;3.3;3.1;2424.3;494.1;0.754;1.027;8.92;-3.6;0.4
19700201;22900;2.489;16;20;10;0;1;9.2;0.3;-1.5;0.2;0;0;1.1;2.8;2155.8;297.1;0.766;1.023;9.17;-5.8;1.7
19700202;26400;2.869;16;20;10;0;1;13.1;0.01;5.4;0.6;0.8;0.6;2.8;5.4;2996.2;79.6;0.781;1.074;7.57;0.5;8.6
19700203;44500;4.836;16;20;10;0;1;0.2;0;8.4;0.8;1.4;1;3.3;5.6;2849.4;462.2;0.775;1.078;5.96;7.4;10.2
19700204;36700;3.989;16;20;10;0;1;4.2;0.18;6.6;0.7;1.3;1;2.3;4.9;2918.1;314;0.776;1.07;5.62;6;8.8
19700205;33100;3.597;16;20;10;0;1;0.8;0.17;3.1;0.5;0.8;0.6;2.8;3.9;2401.4;598.6;0.774;1.068;5.9;2.1;5.4
19700206;29500;3.206;16;20;10;0;1;0.2;0.53;1.9;0.4;0.6;0.5;1.9;3.8;2518.9;456.6;0.772;1.055;5.86;1.2;3.4
19700207;25900;2.815;16;20;10;0;1;1.1;0.18;2.3;0.5;1.1;0.8;2.7;3.7;2579.9;542.1;0.769;1.044;5.93;-0.5;5.1
19700208;23200;2.521;16;20;10;0;1;0.6;0.1;4.2;0.6;1.1;0.8;3;4.3;2744.9;320.4;0.766;1.032;5.87;2.5;5.8
19700209;20700;2.25;16;20;10;0;1;5.4;0.26;4.4;0.6;1.3;0.9;4.1;4.3;2765.5;289;0.77;1.023;5.95;3.3;6.3
19700210;20400;2.217;16;20;10;0;1;9.5;0.05;2;0.5;1.4;0.9;4.5;3.6;2548.2;606;0.781;1.027;6.49;0.6;4.7
19700211;22900;2.489;16;20;10;0;1;1.3;0.22;0.6;0.4;0.6;0.4;3.3;3.9;2609.7;267.1;0.779;1.046;7.03;-1.9;3.8
19700212;25100;2.728;16;20;10;0;1;0.7;0.05;3.1;0.6;1.2;0.8;4.5;4;2693.8;222.4;0.775;1.037;6.76;-2.3;8.3
19700213;22100;2.402;16;20;10;0;1;0.8;0.64;0.8;0.4;0.6;0.5;2.8;3.2;2343.6;617.2;0.772;1.025;6.64;-1.2;2.7
19700214;20100;2.184;16;20;10;0;1;8.4;0.98;-1.6;0.2;0.5;0.4;2.1;3.3;2727.4;126.6;0.78;1.02;10.22;-2.2;-0.2
19700215;19000;2.065;16;20;10;0;1;0.6;0.84;-7.1;0;0.4;0.2;5.3;1.8;1973.9;832.4;0.78;1.012;13.79;-7.6;-5.8
19700216;17000;1.848;16;20;10;0;1;6.3;1;-7;0;0.1;0;2.7;1.9;2083.3;191.6;0.785;1.002;14.65;-13.6;-3.2
19700217;16300;1.771;16;20;10;0;1;10.3;0.94;-0.3;0.3;0.5;0.4;1.8;3.6;2747.2;152.8;0.794;1;23.24;-5;4
19700218;18000;1.956;16;20;10;0;1;4.5;0.98;-1.6;0.3;0.1;0.1;2.8;3.1;2336.9;840.2;0.798;1.003;27.33;-2.3;-0.8
19700219;19400;2.108;16;20;10;0;1;15.1;0.45;1.3;0.5;0.6;0.5;1.6;4;2847.3;170.5;0.812;1.02;31.16;-3.5;4.2
19700220;29100;3.163;16;20;10;0;1;7.7;0.19;4.5;0.7;0.8;0.6;2.9;4.6;2862.3;188.9;0.818;1.062;21.99;3.3;6.5
19700221;43400;4.717;16;20;10;0;1;1.8;0.05;5;0.8;0.9;0.6;3;4.6;2839;318.5;0.813;1.103;15.96;2.5;8.4
19700222;50500;5.488;16;20;10;0;1;5.8;0.03;5.3;0.8;1;0.7;3.4;4.6;2817.8;340.6;0.817;1.113;13.38;3.7;7.5
19700223;50000;5.434;16;20;10;0;1;13.8;0.05;4.4;0.8;1.1;0.7;3.7;4.7;2856.8;205.1;0.829;1.136;12.38;2.2;6.7
19700224;61000;6.629;16;20;10;0;1;8.2;0.64;2.2;0.6;0.8;0.5;4.4;4;2667.4;758.4;0.831;1.151;13.6;0.1;4.3
19700225;60000;6.521;16;20;10;0;1;10.1;1;-1.4;0.3;0.2;0.2;1.6;3.3;2573.5;271.8;0.84;1.139;18.42;-3.2;0.7
19700226;50500;5.488;16;20;10;0;1;7.4;1;-3.2;0.2;0.5;0.3;2.9;3;2642.9;293.6;0.843;1.121;28.72;-3.5;-2.8
19700227;43400;4.717;16;20;10;0;1;2.3;0.97;-3.9;0.1;0.5;0.3;3.8;2.6;2461.2;388.1;0.839;1.101;32.26;-4.2;-3.3
19700228;37600;4.086;16;20;10;0;1;1;0.92;-5.5;0;0.5;0.3;3.8;2.4;2445.2;216.2;0.835;1.084;34.21;-5.8;-5.2
19700301;33100;3.597;16;20;10;0;1;0.4;0.28;-5.7;0;0.2;0.2;2.5;2.1;2312.7;265.9;0.834;1.068;34.58;-6.7;-4
19700302;29500;3.206;16;20;10;0;1;9.3;1;-4.4;0.1;0.3;0.2;2.2;2.5;2411.7;281.8;0.837;1.054;37.41;-9.1;-1.7
19700303;27700;3.01;16;20;10;0;1;5.9;1;-5.3;0;0.5;0.3;3.9;2.5;2505.8;376.8;0.838;1.042;47.68;-6.1;-4.9
19700304;25100;2.728;16;20;10;0;1;7.4;1;-4;0.1;0.6;0.4;3.4;2.5;2526.7;554.2;0.842;1.03;53.75;-6.4;-1.8
19700305;24000;2.608;16;20;10;0;1;9.2;1;-4.2;0.1;0.7;0.4;3.7;2.6;2617.3;233.3;0.847;1.02;60.7;-4.4;-3.7
19700306;22100;2.402;16;20;10;0;1;2;0.97;-5.5;0;0.2;0.1;2.1;2.4;2318.2;865.8;0.844;1.012;67.17;-6.3;-2.5
19700307;20100;2.184;16;20;10;0;1;7.2;0.98;-3.5;0.1;0.5;0.3;2.6;2.8;2581.8;285.4;0.849;1.003;70.67;-8.8;0.4
19700308;20100;2.184;16;20;10;0;1;1.4;0.88;-1.6;0.3;0;0;2;2.9;2242.6;835.3;0.844;0.998;75.12;-2.8;1.1
19700309;18400;2;16;20;10;0;1;0.5;0.52;-2.3;0.3;0;0;2.1;2.5;2087.7;1221.6;0.84;0.993;74.92;-7.1;3.2
19700310;18400;2;16;20;10;0;1;0.1;0;-0.5;0.4;0.2;0.1;1.7;3;2364.6;940.7;0.835;0.99;73.62;-3.6;4.4
19700311;18400;2;16;20;10;0;1;0.4;0.52;-2.1;0.3;0.1;0.1;2.2;2.8;2181.9;1175.7;0.832;0.991;71.4;-3.2;-0.4
19700312;19000;2.065;16;20;10;0;1;0;0;0.2;0.5;0.4;0.3;2.6;2.8;2361.7;334;0.825;0.99;69.97;-3.5;4.4
19700313;20700;2.25;16;20;10;0;1;0;0;1.6;0.7;0;0;1.2;3.3;2382.9;583.8;0.819;0.987;69.09;-2.5;6.7
19700314;23600;2.565;16;20;10;0;1;1.3;0.84;0.4;0.5;0.7;0.5;3;3.3;2629.2;465.7;0.816;0.988;67.57;-0.8;2.4
19700315;22100;2.402;16;20;10;0;1;2.3;0.97;-2.1;0.3;0.6;0.4;3.8;3.1;2584.3;191.7;0.816;0.986;69.13;-3.1;-0.9
19700316;20100;2.184;16;20;10;0;1;0.2;0.22;-0.6;0.5;0.5;0.3;4.3;3;2199.9;1597.1;0.81;0.985;68.18;-4.9;3.3
19700317;21800;2.369;16;20;10;0;1;6;0.53;0.3;0.5;0.7;0.5;3.3;3.6;2717.9;510.9;0.813;0.99;68.13;-0.6;2.2
19700318;25900;2.815;16;20;10;0;1;4.7;0.25;4.3;1;0.9;0.7;3.4;4.4;2816.7;308.9;0.816;1.021;62.75;0.5;7.7
19700319;35400;3.847;16;20;10;0;1;0.4;0.39;1.7;0.7;1.4;0.8;5.4;3.6;2622.4;1073;0.809;1.048;55.79;0.8;2.4
19700320;31300;3.402;16;20;10;0;1;0;0;3.9;1;1;0.9;2;4;2596.2;1388.2;0.804;1.082;44.38;-1.2;8.9
19700321;34000;3.695;16;20;10;0;1;2;0;7.4;1.3;0.5;0.5;1.1;4.8;2468.6;1319.9;0.801;1.108;34.27;2.4;11.1
19700322;40100;4.358;16;20;10;0;1;10.4;0.01;6.3;1.2;0.8;0.7;1.3;6;3057.5;285.4;0.808;1.136;29.24;4.8;7.5
19700323;50500;5.488;16;20;10;0;1;15.6;0.12;5.9;1.2;0.8;0.7;0.9;5.5;2987.6;486;0.821;1.188;24.02;4;8.6
19700324;64500;7.01;16;20;10;0;1;1.3;0.11;3.9;1;0.6;0.5;1.1;4.5;2620.7;819.2;0.816;1.204;21.75;0.4;6.6
19700325;70500;7.662;16;20;10;0;1;9.5;0.04;4.1;1;0.9;0.8;0.8;4.9;2725.8;930;0.823;1.202;19.57;1.7;7.8
19700326;64500;7.01;16;20;10;0;1;21;0.22;3.2;0.9;0.7;0.6;1.1;4.9;2962.4;241.8;0.841;1.236;18.52;2.6;4.9
19700327;87500;9.509;16;20;10;0;1;1;0.66;-0.8;0.5;0.7;0.5;3.1;3.1;2496.5;640.1;0.838;1.238;19.86;-1.2;-0.1
19700328;73500;7.988;16;20;10;0;1;2;0.96;-2.6;0.3;0.4;0.2;3.4;2.6;2211.4;1456;0.835;1.205;19.88;-5.4;-0.3
19700329;56500;6.14;16;20;10;0;1;3.7;0.56;0.5;0.6;0.5;0.4;1.8;3.7;2720;376.3;0.834;1.185;20.28;-2.7;3.7
19700330;51500;5.597;16;20;10;0;1;1.6;0.01;5.5;1.3;1.5;1;3.7;4.1;2421.7;1228.8;0.831;1.166;18.92;-0.5;10.8
19700331;49400;5.369;16;20;10;0;1;2.7;0.26;5.1;1.2;1.7;1.1;4;4.7;2747.3;806;0.829;1.147;18.32;2.8;8.3
19700401;46700;5.075;16;20;10;0;1;5.5;0.79;1.3;0.8;0.6;0.4;3.1;3.4;2517.8;1020;0.829;1.131;19.07;0.4;5.1
19700402;40600;4.412;16;20;10;0;1;5.5;1;-2.9;0.3;0.7;0.4;4.2;2.7;2477.4;781.1;0.83;1.118;24.26;-4.1;-1
19700403;36700;3.989;16;20;10;0;1;11.4;0.67;-1.4;0.4;0.5;0.3;3;3.1;2528.9;794.3;0.838;1.114;25.67;-4.9;1.2
19700404;35800;3.891;16;20;10;0;1;11.9;0.93;-0.5;0.5;0.7;0.5;2.3;3.6;2796.8;498.4;0.848;1.128;31.28;-1.2;0.9
19700405;39000;4.238;16;20;10;0;1;8.4;0.95;-1.5;0.4;0.5;0.3;2.6;3.2;2618;615.8;0.851;1.123;37.81;-2.1;0.1
19700406;36300;3.945;16;20;10;0;1;0.4;0.46;1;0.8;1;0.6;4.1;3.4;2638.4;320.9;0.842;1.118;38.98;-3.7;3.9
19700407;34500;3.749;16;20;10;0;1;3.9;0.23;2.9;1;0.4;0.4;1.7;4.4;2753.1;377.9;0.844;1.122;35.27;2.8;3.7
19700408;38500;4.184;16;20;10;0;1;2.6;0.66;0.1;0.7;0.4;0.3;1;3.6;2648.9;549.7;0.84;1.123;33.2;-1.1;2.3
19700409;37200;4.043;16;20;10;0;1;1.6;0.88;-0.4;0.6;0.6;0.4;2.7;3.2;2161.2;1577.8;0.838;1.12;31.17;-2.4;3.9
19700410;34500;3.749;16;20;10;0;1;0.6;0.54;0.6;0.8;1;0.8;2.3;3.3;2538.4;1326.8;0.833;1.113;28.55;-2.3;4
19700411;31300;3.402;16;20;10;0;1;0.4;0.4;2.4;1;0.9;0.7;1.8;3.7;2624.9;1116.1;0.828;1.105;25.84;-2;5.5
19700412;30400;3.304;16;20;10;0;1;3.7;0;6.5;1.5;1;0.8;1.9;5;2866.8;526.9;0.826;1.1;23.68;3.9;8.1
19700413;35800;3.891;16;20;10;0;1;5.2;0.08;7.1;1.6;1.5;1.1;2.9;5.6;2999.4;768.7;0.826;1.107;20.95;6.4;9.7
19700414;43400;4.717;16;20;10;0;1;0;0;4;1.2;2.4;1.7;3.3;4.1;2573.4;1643.7;0.817;1.095;19.73;1.3;8
19700415;36700;3.989;16;20;10;0;1;0;0;5;1.4;2.2;1.8;1.9;3.8;2162.8;2124.8;0.808;1.074;18.3;-1.2;10.7
19700416;32200;3.499;16;20;10;0;1;0;0;10.2;2.1;2.2;2;1;4.6;2423.4;1985.8;0.798;1.053;16.3;2;18.2
19700417;30400;3.304;16;20;10;0;1;0;0;14.3;2.7;1.6;1.4;1.2;6.2;2469.1;1531.3;0.787;1.036;13.65;7.1;20.9
19700418;30000;3.26;16;20;10;0;1;13.2;0;13.5;2.6;2.3;2;1.2;6.8;2633.7;1688;0.798;1.026;11.91;8.3;20.8
19700419;43800;4.76;16;20;10;0;1;20.8;0.05;7;1.7;1;0.8;2.1;6.4;3117.2;219.3;0.817;1.094;10.83;4.9;9.1
19700420;77000;8.368;16;20;10;0;1;0.1;0;3.4;1.2;2.4;1.6;3.6;4;2581.5;1336.2;0.81;1.111;10.52;2.6;5.5
19700421;59000;6.412;16;20;10;0;1;0.2;0;3.9;1.3;2.1;1.7;1.8;4.3;2544;1521.4;0.804;1.09;9.96;-1.4;7.2
19700422;47200;5.13;16;20;10;0;1;0;0;8.6;2;1.6;1.4;1.1;5.8;2725.7;1134.8;0.794;1.071;9.34;1.9;13.9
19700423;41200;4.478;16;20;10;0;1;0.5;0;12.1;2.5;1;0.7;2.4;5.9;2632.4;471.4;0.784;1.055;9;7.5;16.3
19700424;38100;4.141;16;20;10;0;1;0.7;0;10;2.2;2.2;1.8;2.5;5.9;2937.2;920.4;0.776;1.039;8.23;7.4;12.8
19700425;35400;3.847;16;20;10;0;1;2.1;0.14;7.8;1.9;2.8;1.9;3.9;5.3;2920.1;1082.4;0.773;1.023;7.37;4.9;10.7
19700426;34500;3.749;16;20;10;0;1;2.9;0.34;4.2;1.4;1.3;0.9;3.2;4.2;2569.6;1090.6;0.771;1.014;7.2;1.2;6.1
19700427;32700;3.554;16;20;10;0;1;4.9;0.69;2.1;1;1;0.8;2.3;3.7;2526.1;1449.1;0.775;1.004;7.43;-0.8;4.1
19700428;30000;3.26;16;20;10;0;1;0.5;0.53;1.6;1;1.2;0.9;2.7;3.7;2669.1;1195;0.77;1.005;7.52;0.4;3.5
19700429;27700;3.01;16;20;10;0;1;6.9;0.23;2.3;1.1;1.2;0.9;3.1;3.9;2726.6;612.6;0.776;1;7.59;-0.4;4.4
19700430;28600;3.108;16;20;10;0;1;11.5;0.03;3.6;1.3;2.3;1.7;2.7;3.8;2467.2;2021.8;0.786;1.005;7.57;-1.3;6.5
19700501;30900;3.358;16;20;10;0;1;3.6;0.03;5.1;1.5;1.3;0.9;3.1;5.3;2917.3;403.9;0.785;1.04;7.37;4.4;6
19700502;31800;3.456;16;20;10;0;1;0.1;0;6;1.7;1.3;1;2.3;5.4;2866.7;523;0.777;1.033;7.14;3.5;7.7
19700503;25500;2.771;16;20;10;0;1;0;0;10.2;2.3;2.4;2.1;1.5;6.4;2416.9;1953.3;0.766;1.018;6.65;5.7;15.2
19700504;23200;2.521;16;20;10;0;1;2.2;0;12.3;2.7;3.2;2.7;2.2;6.4;2561.8;2028.4;0.759;1.006;5.78;8;18.8
19700505;22500;2.445;16;20;10;0;1;2.9;0;11.6;2.6;3.8;3.4;1.3;6;2605.1;2499.4;0.756;0.986;4.76;7.3;16.5
19700506;23200;2.521;16;20;10;0;1;9.3;0;9.5;2.3;2.4;2;1.9;6.8;3098.3;1070.5;0.764;1.003;3.89;7.8;12.6
19700507;33100;3.597;16;20;10;0;1;1.1;0.01;9.5;2.3;3;2.1;4;5.6;2632.2;1339;0.757;0.993;3.18;7.4;12.9
19700508;28600;3.108;16;20;10;0;1;1.2;0;7.5;2;2;1.5;3.3;5.3;2788.5;816.6;0.752;0.982;2.65;5;10.3
19700509;25500;2.771;16;20;10;0;1;20.7;0;6.3;1.8;1.1;0.8;2.4;5;2864.2;288.2;0.776;0.99;2.32;4.4;8
19700510;46900;5.097;16;20;10;0;1;4.1;0;7.7;2;1.8;1.6;1;5.7;2828.9;1058.8;0.777;1.049;1.62;5.2;11.2
19700511;38100;4.141;16;20;10;0;1;3.5;0;8.4;2.1;2.6;2.4;0.9;5;2536.2;1924.6;0.773;1.035;0.76;3.3;13.9
19700512;32700;3.554;16;20;10;0;1;2.2;0;8.9;2.2;2.4;2.1;1.8;5.7;2833;1280.7;0.772;1.026;0.42;5;12.6
19700513;30000;3.26;16;20;10;0;1;0;0;10.9;2.6;2.9;2.5;1.4;6.4;2914.2;1500.4;0.76;1.011;0.2;6.7;15.8
19700514;26400;2.869;16;20;10;0;1;2.6;0;12.6;2.8;3.9;3.1;2.8;6.2;2795.1;1773;0.757;0.987;0.02;9.1;17.9
19700515;25500;2.771;16;20;10;0;1;3.8;0;8.4;2.2;3.2;2.5;2.5;6;2878;1559.8;0.756;0.976;0;7.6;10.6
19700516;25900;2.815;16;20;10;0;1;1.9;0;8.2;2.1;2.7;2.4;1.5;5.9;2904.5;1405.2;0.75;0.97;0;4.4;11.7
19700517;25100;2.728;16;20;10;0;1;7.9;0;7.6;2.1;2.6;1.9;3;6.4;3011.5;1137.3;0.758;0.97;0;7;8.1
19700518;27300;2.967;16;20;10;0;1;1.5;0;9.7;2.4;2.7;2;3.3;6.3;2868.9;1145.5;0.754;0.975;0;6.7;13.1
19700519;21800;2.369;16;20;10;0;1;0.2;0;10.8;2.6;4.4;3.7;1.7;5.6;2386.7;2774.1;0.743;0.953;0;5.7;16.3
19700520;19000;2.065;16;20;10;0;1;1.9;0;9.6;2.4;1.7;1.4;2.1;6.7;2803;903.2;0.736;0.939;0;5.5;12.9
19700521;17300;1.88;16;20;10;0;1;3.3;0.02;9.3;2.4;3.3;2.6;2.6;5.9;2910.1;1487.1;0.736;0.931;0;5.9;13.5
19700522;17000;1.848;16;20;10;0;1;0;0;6.7;2;3.3;2.4;3.3;4.9;2712.7;1637.9;0.727;0.921;0;3.1;9.1
19700523;15000;1.63;16;20;10;0;1;0;0;8.5;2.3;4.1;3.3;2;5.3;2297.4;2765.2;0.717;0.901;0;3.3;13.6
19700524;13100;1.424;16;20;10;0;1;0;0;12.7;3;1.7;1.6;0.9;6.2;2459.1;1511;0.705;0.885;0;5.5;17.8
19700525;11800;1.282;16;20;10;0;1;9.4;0;15.5;3.4;3.2;2.8;1.7;8.2;2993.5;1503.6;0.712;0.876;0;12.7;22.3
19700526;15000;1.63;16;20;10;0;1;0;0;12;2.9;2.9;2.3;2.7;7.2;2917.5;1287.7;0.702;0.888;0;9.5;16.2
19700527;12400;1.348;16;20;10;0;1;0;0;11.5;2.8;4.3;3.4;2.6;6.6;2447.2;2560.9;0.691;0.869;0;7.1;16.6
19700528;10500;1.141;16;20;10;0;1;0;0;12.4;2.9;4.9;4.2;1.7;6.4;2419;2999.4;0.68;0.847;0;7.8;16.4
19700529;9550;1.038;16;20;10;0;1;4;0;13.6;3.2;3.4;2.8;2;6.8;2863.2;1599.2;0.679;0.83;0;8.5;18.9
19700530;9550;1.038;16;20;10;0;1;0;0;9;2.4;2;1.5;2.9;6.2;3033.1;622.6;0.67;0.83;0;7.3;10.3
19700531;9300;1.011;16;20;10;0;1;0.9;0;11.6;2.8;4.8;3.9;2.4;6.9;2710.4;2599;0.662;0.814;0;5.6;16.4
19700601;7900;0.859;16;20;10;0;1;0;0;14.2;3.3;4.9;4.2;1.9;8.1;2673.4;2768.2;0.649;0.795;0;9;19.4
19700602;7650;0.831;16;20;10;0;1;0;0;14.1;3.3;5.4;4.2;3.1;7.8;2577.1;2848;0.639;0.773;0;10.4;19
19700603;7400;0.804;16;20;10;0;1;0;0;13.3;3.1;5.6;4.9;1.6;6.7;2518.5;3278;0.628;0.75;0;7;18.5
19700604;6600;0.717;16;20;10;0;1;0;0;14.2;3.3;5.1;4.4;1.7;7.1;2700.9;2718.3;0.618;0.729;0;9.4;19.7
19700605;6000;0.652;16;20;10;0;1;0;0;14.8;3.4;2;1.6;2.6;7.5;3099.8;503;0.607;0.717;0;11.4;17.5
19700606;5600;0.609;16;20;10;0;1;0.1;0;15.3;3.5;3.2;2.8;1.8;8.5;2973.7;1556.3;0.594;0.705;0;10;20.3
19700607;5250;0.571;16;20;10;0;1;0.1;0;16.2;3.7;3.6;3;2.1;8.3;2934.4;1665;0.581;0.691;0;13.2;20.4
19700608;5100;0.554;16;20;10;0;1;1.2;0;16.1;3.6;3.8;3.2;2.3;8.5;2949.1;1734.8;0.574;0.676;0;12.7;20.7
19700609;5800;0.63;16;20;10;0;1;12.7;0;13;3.1;1.2;1.1;1.1;9;3329.1;266.8;0.597;0.69;0;10.6;15.1
19700610;12400;1.348;16;20;10;0;1;2.6;0;14.5;3.4;2;1.8;1.5;9.9;3290.3;754.3;0.594;0.724;0;11.9;16.6
19700611;8350;0.907;16;20;10;0;1;1.2;0;17.1;3.9;3.9;3.4;1.4;10.6;3165.4;1804.1;0.586;0.714;0;13.3;21.5
19700612;7400;0.804;16;20;10;0;1;0.1;0;16.3;3.7;4.3;3.8;1.5;10.3;2938.9;2303.9;0.576;0.701;0;12.5;21.9
19700613;6600;0.717;16;20;10;0;1;5.6;0;16.1;3.7;4.3;4.1;0.6;9.5;2820.5;2542.6;0.576;0.686;0;12;21.5
19700614;6600;0.717;16;20;10;0;1;6.1;0;15.5;3.6;2.6;2.4;1.1;9.7;3140.6;1261.4;0.581;0.703;0;11.9;20.2
19700615;7000;0.761;16;20;10;0;1;0.3;0;17.1;3.8;3.6;3.2;1.3;10;3042.5;1805.2;0.571;0.703;0;12.6;22
19700616;17200;1.869;16;20;10;0;1;32.2;0;16.6;3.8;3.9;3.5;1.4;9.6;2946.6;2040.8;0.634;0.72;0;14.7;21.4
19700617;31300;3.402;16;20;10;0;1;9.6;0;12.4;3;2.4;2.1;1.1;9.1;3326;884.1;0.645;0.823;0;11.5;14.2
19700618;20700;2.25;16;20;10;0;1;11.2;0;12.3;3;2.5;2.1;2;8.3;3193.7;965;0.661;0.85;0;10.2;15.1
19700619;20400;2.217;16;20;10;0;1;2.7;0;12.1;3;2.4;2.1;1.7;8.5;3193.5;970.4;0.659;0.872;0;10;13.9
19700620;17300;1.88;16;20;10;0;1;0.2;0;12.2;3;1.9;1.6;1.9;8.1;3168.5;643.3;0.649;0.866;0;10.8;13.7
19700621;13100;1.424;16;20;10;0;1;2.2;0;14.7;3.4;2.6;2.4;1.1;9.8;3110.9;1285.3;0.643;0.861;0;11.4;18.1
